z_spec,MAG_u,MAG_g,MAG_r,MAG_i
1.12682,24.63939,24.93976,24.4292,23.036835
0.35923,24.682793,24.160667,22.751574,22.593088
0.71785,22.626799,22.295492,22.258389,21.93364
0.82052,99,24.690859,23.937572,22.606998
1.08986,23.253687,23.297895,22.968185,22.79839
1.04663,23.552958,23.511063,22.867952,23.024363
0.75437,23.45584,22.731232,22.00646,21.067896
0.30673,24.729134,23.710978,23.140366,22.708443
0.81461,99,24.761562,24.611998,22.675003
0.28966,24.775843,23.155287,21.997787,21.635746
0.69976,99,23.66494,22.55324,21.484901
0.54526,24.676807,23.839659,22.992828,22.394918
0.95099,23.232195,23.377817,23.115479,22.423582
0.2874,99,23.603426,23.236776,22.624113
0.29031,25.105198,24.18759,23.503803,23.073446
0.71106,22.428856,22.335108,22.067917,21.481401
0.93653,23.927483,23.741383,23.28475,22.915096
0.40448,23.983858,24.0154,23.185463,22.974703
0.26038,22.134706,21.929585,21.679787,21.491488
0.43974,99,24.479883,22.998215,22.65091
0.94504,22.99256,24.017738,22.786194,21.705246
0.2616,23.667162,23.345064,22.73494,22.635761
0.46091,24.418188,24.229496,23.202583,23.067814
0.26052,24.04252,23.915108,22.346964,21.750132
0.43419,23.00464,23.027899,21.69734,21.308119
0.3199,23.257584,21.254635,19.690676,19.101295
0.43442,23.398516,23.446552,22.24769,21.799902
1.11999,23.770012,23.932726,23.856325,23.024834
0.59853,24.199606,23.795727,23.285889,22.935946
0.27773,21.786898,20.782284,19.66823,19.27905
0.83964,23.022844,23.12299,22.737766,21.950796
0.35546,99,25.661905,24.305822,22.905289
0.84442,23.494314,23.503292,23.383965,22.972145
0.46301,21.960266,24.094183,22.790323,22.226992
0.46271,24.231855,23.772156,22.490763,21.979536
0.3783,24.643278,24.480091,22.692152,22.133219
0.72401,23.727512,23.747797,23.584627,22.930511
0.15999,23.812021,23.328653,23.001194,22.801003
0.78734,23.076748,23.45101,22.325235,21.213938
0.78166,23.256327,23.02102,22.790726,22.36933
0.43499,23.068726,22.23585,20.820782,20.259174
0.41133,99,23.317442,21.590628,21.001915
0.74751,21.909277,21.896841,21.882183,21.541908
1.21201,22.693924,22.810436,22.483135,22.500431
0.1694,99,22.243378,21.316174,20.861696
0.70203,24.608303,23.228453,22.350674,21.331274
0.75826,23.31243,23.693466,23.122358,22.196404
0.91,24.865978,25.110626,23.904455,22.827028
0.30496,20.497784,20.032991,19.343956,19.174816
0.26271,22.459217,22.384047,22.131493,22.091848
0.78965,23.349678,23.314272,22.788254,21.763382
0.89923,23.44897,23.406855,23.313648,22.715538
0.45989,23.216084,22.824553,22.242296,22.11393
0.17495,22.049738,21.893324,21.926388,21.976412
0.20378,24.914316,23.683714,23.009815,22.876291
0.94558,24.073006,24.576054,24.341387,23.020454
0.20944,23.473007,22.577719,21.942448,21.725307
0.68287,22.57589,22.377768,21.987324,21.551239
0.55246,22.5335,22.326466,22.07014,21.961203
0.28367,22.103214,21.593138,20.893131,20.735043
0.4642,24.104057,23.049088,21.387413,20.653458
0.61393,23.439703,23.614666,22.979347,22.58771
0.78217,24.93602,24.60334,23.830315,22.49788
1.29822,23.414984,23.285784,23.08415,22.809837
0.28099,23.58921,21.430466,19.988842,19.449877
0.60415,24.262928,23.315365,22.28503,21.371136
0.62184,21.439548,21.538553,21.117413,20.76349
0.59809,23.795366,24.036402,23.810106,22.9705
0.89544,99,24.97599,24.666702,22.71776
0.69998,23.960814,24.101337,23.464901,23.06364
0.41115,22.37888,21.982986,20.904087,20.657978
0.59731,23.940237,23.504019,23.352879,22.981012
0.30333,23.975481,23.329813,22.587278,22.153011
0.33557,24.373003,22.367517,20.692802,20.01837
0.7403,22.030542,21.85116,21.594328,21.103168
0.7587,23.957027,23.962244,23.8876,23.072899
1.2546,23.630402,23.600716,23.065348,22.909676
0.78658,99,24.241665,23.621157,22.62191
1.14845,22.762453,22.538267,22.157722,21.827295
0.8319,23.854048,23.9098,23.868578,22.80555
0.5235,23.616302,23.263264,22.6129,22.366463
0.17138,23.35486,22.839834,22.845646,22.787533
0.96053,99,25.190477,23.050358,22.168385
0.70949,24.713516,23.420893,22.430044,21.099865
0.8769,24.15915,24.783869,23.544176,22.224375
0.5216,22.5009,22.230398,21.74945,21.586973
0.28384,25.083431,24.124798,22.690525,22.64577
0.91608,23.01773,22.944712,22.888725,22.452374
0.68111,24.121443,23.480356,22.339489,21.543
0.75938,23.707582,23.647423,23.366676,22.723875
0.85123,24.75956,24.10689,23.440113,22.194721
0.43825,99,23.337727,21.479383,20.526567
1.34037,23.547695,23.376429,23.05903,22.89899
0.9486,23.686563,23.147705,22.232925,21.47811
1.13713,23.243042,23.22152,22.661022,22.292631
0.70146,22.16166,22.281347,22.206211,21.917492
0.58447,20.787428,20.822605,20.632925,20.542362
0.60034,23.678648,23.609213,23.208939,22.946772
0.28034,23.580017,23.477825,23.047464,22.836544
1.08806,23.492239,24.346022,23.089914,22.824335
0.84003,24.68638,24.146725,23.019169,21.78574
0.07568,23.943277,22.814156,22.54308,22.407743
0.60129,24.54215,24.382719,23.421381,22.635258
0.46899,22.925875,22.546446,21.646414,21.505823
0.36237,23.017849,22.784678,22.08833,21.86205
1.07083,23.573425,23.740482,23.434992,22.833445
0.49977,23.794434,23.313898,22.619186,22.077215
0.42088,99,23.451393,21.891443,21.227295
0.46911,99,24.885395,23.600008,22.962337
0.79074,24.54671,24.448498,24.32545,22.915384
0.16964,99,23.451822,23.439125,22.65386
1.0329,23.84493,23.80798,23.610058,22.763443
0.54146,99,25.640013,24.564741,22.85504
0.75537,24.593885,23.976337,23.45719,22.645666
0.5216,22.967937,22.592737,22.188696,22.113445
1.21413,22.642975,22.641981,22.623377,22.440256
1.26359,23.78087,23.5456,23.368908,22.87909
0.90502,22.804338,22.803034,22.786139,22.2301
0.36234,99,24.39987,23.411556,22.573341
1.03461,24.179117,23.870592,23.286724,22.909111
0.79352,24.017519,23.800913,23.784351,23.037144
0.60498,22.966394,22.91637,22.264585,21.671364
0.55369,99,23.07566,21.661753,20.57123
1.40136,23.565565,23.578302,23.138323,22.596233
0.3696,21.871887,21.169977,20.154715,19.870049
0.84002,24.17509,23.918577,23.420935,22.532576
0.748,24.217104,24.584929,24.031826,22.446165
0.68112,23.180496,23.76246,22.320501,21.459007
0.94915,25.087557,24.8271,23.846682,22.998438
0.22073,20.774147,19.772392,18.966776,18.628132
0.90422,23.155262,23.315815,23.059244,23.086721
0.38528,99,25.599302,23.784971,22.994331
1.20699,24.198626,23.877321,22.971128,22.423624
0.11149,23.962255,22.821121,22.865768,22.684847
0.20325,24.030426,23.539305,23.07963,22.605486
0.37072,23.511255,22.302792,20.644735,20.003897
0.54221,23.233343,22.728632,22.035992,21.714169
1.01009,99,23.505548,23.554642,23.030403
0.40189,23.25302,22.729818,21.772865,21.434416
0.44428,23.591305,23.740019,22.85124,22.718342
1.086,22.799522,22.890905,22.879057,22.629597
0.2842,24.037176,23.318897,22.777235,22.66475
0.72237,23.888115,23.304602,22.810871,21.999096
0.78318,23.571104,23.501133,23.25355,22.37388
0.78495,23.536211,23.477474,23.326292,22.782515
0.43023,22.712826,22.4742,21.99563,21.993979
1.03482,23.366112,23.262077,22.508408,21.898596
0.61355,24.71601,24.09127,22.725878,21.694517
0.76003,24.734812,23.506754,22.607138,21.474546
0.79355,22.65097,23.048994,23.17554,22.81688
0.41259,25.135988,24.054382,23.744205,23.063932
0.54206,22.851091,22.363014,21.438274,20.976578
0.14262,24.532206,23.61242,23.112675,23.003193
0.81649,24.09729,24.786896,24.292189,22.773481
0.66423,99,23.8719,23.722578,22.713585
0.41428,23.078367,22.739235,21.670095,21.324144
0.72449,24.001999,22.943846,21.829086,20.639725
0.68739,22.988,23.855404,22.487904,21.339577
1.38888,23.085087,23.132868,23.060863,22.950504
0.49214,23.23102,22.564892,21.032837,20.016865
0.63767,24.051361,23.5965,22.830338,22.088095
0.33834,23.79114,23.48504,22.978899,22.727419
0.15122,22.151718,21.34537,20.811583,20.544586
0.92745,23.93638,23.942068,23.77287,22.65123
0.4486,24.27721,24.063107,23.076124,22.978796
0.89671,24.066313,24.192764,23.836561,23.070303
0.5219,22.486216,22.173954,21.614273,21.33783
0.63824,22.948097,22.83524,22.667128,22.384369
0.85534,24.667952,23.988493,22.918781,21.792292
0.22837,22.779936,21.900974,21.23315,20.985203
0.47589,22.107567,21.508072,20.470743,20.149296
1.03791,23.866533,23.770786,23.60577,23.077705
0.26023,22.825708,22.018028,21.096905,20.891302
0.47212,23.360569,23.336655,22.923607,22.742544
0.52271,23.02201,25.264801,23.53838,22.67191
0.44838,22.11916,21.67275,20.561031,20.168879
0.23264,99,24.461746,24.142805,22.899755
0.31702,24.102343,23.849533,23.383375,22.443953
0.47695,22.16791,21.926638,21.237112,21.111223
0.36475,23.00905,22.727226,21.959366,21.766653
0.52453,23.160965,23.155956,22.304764,22.07176
0.72491,24.24986,23.851797,23.440783,22.639881
0.62838,22.52868,22.628788,22.451902,22.096357
1.0025,23.730726,23.550892,23.356104,22.759611
1.02864,22.59939,22.509863,22.163094,21.73207
0.95198,25.056091,24.512154,23.546078,22.712406
0.83268,22.566717,22.77176,23.059872,22.766685
0.0823,21.4023,20.5779,20.330008,20.169611
0.89585,24.142776,23.268307,22.784536,21.780119
0.74932,22.796412,22.999857,22.779583,21.911144
0.99064,23.65851,23.23345,22.911789,22.452932
1.09064,24.359915,23.919422,23.319399,22.74275
0.63661,24.62429,24.196964,23.683716,22.816162
1.35304,23.499897,23.407284,23.308146,22.980968
0.82583,99,25.094166,23.726963,22.18693
0.93414,21.55915,21.67327,21.764465,21.412907
0.33608,23.660995,22.984581,22.368025,22.34765
0.44865,22.030092,21.547783,20.318523,19.973059
0.47703,21.29252,21.304838,20.78783,20.80695
0.26269,24.300396,23.905138,22.710089,21.762955
0.84018,23.845304,23.43174,23.171095,22.14318
0.44245,23.518135,23.60328,22.98026,22.82671
0.79171,22.99144,22.971102,22.803461,22.015736
1.08684,23.967531,23.573524,23.26458,22.999418
0.55606,22.977413,22.605608,22.267967,22.131706
1.24168,23.724178,23.531374,22.685522,22.449148
0.22174,22.816307,22.32971,22.00077,21.847366
0.29185,21.348654,21.519648,21.466253,21.445824
0.92657,23.180368,23.07778,23.013472,22.436478
0.76394,23.126701,22.719688,22.266071,21.413929
0.36545,21.158562,20.864168,20.054071,19.941515
0.78564,99,24.356,23.242762,22.235132
0.23485,21.94794,21.532955,20.801939,20.559372
1.06714,21.840637,21.891779,21.91301,21.872385
0.25588,22.167734,21.801823,21.499342,21.488758
0.79098,23.506796,23.288109,23.230087,22.379782
0.77525,22.437683,22.311901,22.123854,21.730598
0.72446,23.014313,22.694883,22.10784,21.425394
0.29081,21.74882,21.41109,20.894724,20.867184
0.13166,22.671368,21.887072,21.527132,21.335197
0.94803,25.097078,24.541815,24.472403,22.942636
1.1553,22.856453,22.90145,23.012123,23.0789
0.67246,99,23.811378,22.851206,21.476227
0.29293,24.482378,23.163687,22.049236,21.677214
0.57855,22.905401,22.66018,21.955824,21.329966
0.28377,22.599443,22.344364,21.904467,21.74416
0.96602,24.692493,24.921137,23.758402,22.632177
0.78007,23.627863,22.91943,22.742958,22.171305
0.7138,22.77125,22.919521,22.711214,22.157482
0.77352,24.231834,25.9162,25.115387,22.84096
0.49187,20.889828,20.787273,20.120571,19.947725
0.41299,23.39827,22.079557,20.383274,19.632729
0.72312,22.568571,22.831408,22.814892,22.631329
0.42309,22.406223,22.208435,21.367073,21.316189
0.44742,23.646471,23.335009,22.067238,21.825083
0.43837,22.088009,21.818642,20.891317,20.651281
0.72272,21.964327,22.080456,22.341118,22.178768
0.90846,24.31362,23.48699,22.588743,21.712555
0.50047,22.883509,22.690071,22.60649,22.378052
0.8367,23.765842,24.30696,23.942114,23.059464
0.15938,20.96668,20.413734,20.10752,19.988125
0.91358,22.386131,22.233204,22.142494,22.018719
1.19663,24.735641,24.478436,23.738907,22.327562
0.84385,25.277641,24.231564,22.74606,21.572477
0.64739,24.732533,24.66017,24.043945,22.782228
0.60278,22.167303,21.52212,20.644077,20.10561
0.96625,23.40919,23.313673,23.206745,22.951628
0.72484,23.671457,23.234268,22.774725,22.025656
0.77698,23.98782,23.324934,22.653395,21.84039
0.39355,24.554976,23.041578,21.237785,20.498873
0.82586,24.199862,24.150356,23.979387,22.980944
1.07382,24.10872,23.896095,23.143343,22.869263
0.8577,24.394753,23.717928,23.04411,21.835382
1.31709,23.105846,22.837215,22.75816,22.645088
0.84676,23.737555,24.602823,24.237343,23.063501
0.29306,23.645805,23.327585,22.689459,22.558645
0.60267,24.210505,23.90421,23.206043,22.547434
0.8587,22.562122,22.439955,22.283884,21.5661
1.12637,23.30537,23.182379,22.978182,22.874176
0.1322,22.869375,22.729267,22.610918,22.295305
0.43183,24.400305,23.93601,22.576382,21.984797
0.74143,23.471205,23.566383,23.240715,22.755896
0.42097,22.050116,21.488344,20.382076,20.036016
0.83988,23.956238,23.804998,23.148092,22.199118
0.74052,24.742607,24.216799,22.995722,21.918398
0.84839,24.796751,23.731798,23.165686,22.028894
0.99047,23.786362,23.165155,23.001072,22.829172
0.98145,23.265194,23.229193,23.306187,22.963814
0.47835,22.43632,22.300562,21.824764,21.684233
0.36492,24.032888,21.831856,20.382238,19.971031
0.98889,23.691042,23.37935,23.380825,22.870462
0.64205,24.078098,23.212633,22.3621,21.427309
0.35116,99,23.537558,22.76466,22.626404
1.24254,23.694757,23.367458,23.303251,22.520788
0.81632,23.871996,23.916746,23.679138,22.75517
0.88726,24.727173,24.167177,23.58258,22.474876
0.3175,21.425083,20.765173,19.779957,19.468416
0.38849,23.512915,23.473993,22.968891,22.675085
0.12951,23.993301,23.463387,23.280481,22.772417
1.22763,23.565649,23.790134,23.225927,22.42304
0.51251,25.242437,24.317265,23.45234,22.920568
0.95084,23.87294,23.69569,23.305885,22.731575
0.33836,22.677977,21.845217,20.62729,20.248611
0.72052,22.673985,23.156815,22.623066,21.956768
0.11242,23.79169,22.935217,22.528978,22.289824
0.70063,24.54601,25.191484,24.249699,22.736073
0.39156,99,24.719055,23.809826,23.070026
0.14597,22.867838,21.323294,20.393019,20.06534
0.42116,99,23.385735,21.812494,20.97844
0.58422,24.827461,23.81201,22.621567,21.78225
0.23331,23.461443,22.9522,22.444197,22.290527
0.23427,22.692928,22.726585,22.154556,22.039461
0.68681,21.182032,21.254145,21.0091,20.594458
0.1114,23.252184,22.329073,21.91641,21.916637
1.29533,23.957901,24.166634,23.245728,22.985819
1.10024,23.740074,23.584103,23.102873,22.835814
0.28483,23.205303,22.841736,22.294537,22.181217
0.91664,24.063848,23.962223,23.372156,22.939585
0.77954,24.962816,24.728327,23.384108,22.488007
0.74337,99,24.532003,23.958921,22.946362
0.38966,23.09747,22.738102,21.857206,21.73883
0.63931,23.536646,23.39515,22.88101,22.101965
1.33224,23.460009,23.233683,23.313223,23.061203
0.53078,22.089924,22.055103,21.825073,21.725517
0.46146,24.223461,99,23.213728,22.519827
0.25708,22.662222,22.514263,22.14541,22.163387
1.02276,23.74471,23.926903,23.37952,22.771173
0.95082,21.822115,21.650173,21.52071,21.145885
0.95326,23.342154,23.087519,22.908371,22.588566
0.58389,22.722567,22.505613,21.76777,21.263657
0.32941,22.139303,22.149446,21.882584,21.83971
1.3557,24.220432,23.716877,23.667645,22.961962
0.47892,22.066223,21.863491,21.179438,20.988173
0.49366,25.484095,24.935997,24.217705,23.014027
1.39912,23.458567,23.310093,22.831553,22.268986
0.73539,24.65957,24.194979,24.108818,23.011759
0.91678,24.537983,23.804884,23.144825,22.181044
0.93968,24.358099,24.152359,23.911678,22.412819
0.79181,22.78183,22.884829,22.559917,21.87377
0.42268,24.505302,22.521025,20.998623,20.510632
0.38005,21.71435,21.516443,21.039022,20.985937
0.6386,23.85892,23.347878,22.233429,21.295715
1.29538,22.943537,22.7288,22.305668,21.950935
0.58407,22.241999,22.382158,22.153582,22.126738
1.27663,23.933447,23.872232,23.620077,23.061565
0.62541,22.81204,22.764347,22.289402,21.71954
0.46218,22.188585,22.282406,21.688116,21.709053
0.75622,99,25.441889,24.28495,23.014208
0.46869,24.679886,23.50205,21.856583,21.120602
0.84265,22.790031,22.740362,22.446814,21.721935
0.70002,23.029377,22.60968,22.260414,21.80776
0.44839,24.142733,23.75111,22.736132,22.624048
0.85225,23.524494,23.099586,23.033335,22.178543
0.79171,99,25.04144,23.384466,22.176891
0.62728,23.962755,24.167423,23.300327,22.692919
0.13216,22.114727,21.568909,21.455086,21.469011
0.84082,99,24.245092,23.682213,21.518166
0.49214,23.046356,23.661196,22.729002,22.54957
0.28387,22.323391,21.845737,21.09955,20.779186
0.82892,22.748531,22.507286,22.69672,22.13594
1.06713,23.687138,23.508795,23.048748,22.527887
0.8476,23.400433,23.645023,23.30504,23.019379
1.00335,24.931078,25.236893,23.53694,22.935743
0.78969,25.309889,24.157877,23.456776,22.526665
0.84015,23.043161,22.737053,22.456886,21.743782
0.847,24.778057,24.466803,23.928036,22.92461
0.70622,99,24.438892,23.291185,22.228422
0.74107,22.62613,22.760485,22.497139,21.808546
0.72562,99,24.561298,23.048668,21.937935
0.96556,24.429844,23.416756,23.193302,23.02129
1.0742,22.92814,22.666927,22.198769,21.655106
0.43092,99,24.229132,23.614374,23.081026
0.95837,22.962204,22.94621,22.931038,22.6172
0.8501,24.533752,23.91454,23.145092,22.136768
0.42108,23.235569,23.112408,21.817036,21.290821
0.6866,23.933296,23.495749,22.740728,21.747927
0.84355,23.726788,23.275774,23.043371,22.765514
0.63364,23.080309,23.186222,22.789042,22.270153
0.76356,99,24.26111,23.358969,21.964197
0.70483,24.986017,24.631054,24.083952,23.08167
0.60234,23.124458,23.06098,22.367666,22.069298
0.37072,20.963861,20.739468,19.988281,19.891027
0.9094,99,24.589458,23.605368,22.830505
0.26011,24.600151,23.753916,23.188677,22.893341
0.61276,24.066502,23.889168,23.179106,22.961159
0.36703,23.41058,23.05943,22.371494,22.171143
0.81624,23.606886,24.141914,23.825256,22.969938
0.81655,25.122059,24.284834,23.59119,22.605429
0.42275,23.474041,23.69479,22.262587,21.630106
1.0086,23.358835,23.269611,22.945642,22.670198
1.11813,24.37747,23.89429,23.480762,22.603174
1.19863,23.671968,24.024332,23.794725,22.842714
0.58642,22.53068,22.553673,22.267656,22.215723
0.46119,24.187105,23.17767,21.544226,20.803192
0.72662,23.917173,23.799477,23.294445,22.830063
0.17612,23.486116,22.280834,21.801,21.666214
1.04399,99,24.56214,23.784554,22.918026
0.58556,23.271694,22.887789,22.424704,21.903736
0.63501,99,24.924896,23.663141,22.28849
0.4625,21.885681,21.92251,21.559326,21.51543
0.60544,23.087357,23.19175,23.165617,23.010382
0.41308,24.75648,23.413904,21.760038,21.199774
0.26002,22.418058,20.86629,19.307442,18.695976
0.21111,23.5353,23.112812,22.705803,22.930164
0.25822,21.486322,20.752495,19.926294,19.626024
1.03246,24.746742,24.527843,23.295431,22.74467
0.71149,22.246906,22.227318,21.964478,21.175077
0.11125,24.059177,22.896933,22.613993,22.277887
0.75595,24.330832,24.130375,23.629284,22.504488
0.69361,24.25289,23.594067,23.161757,22.777582
0.46242,22.36572,22.369837,21.501446,21.300083
0.60171,24.886526,23.33254,21.74386,20.718172
1.05981,22.380838,22.41241,22.273829,22.123695
0.20953,22.243484,21.395462,20.168962,19.689253
0.83709,23.749012,24.129555,24.127613,23.078505
0.14804,20.480179,19.857128,19.605738,19.471458
0.63866,22.197744,21.949049,21.46109,20.829134
1.25604,23.32935,23.147846,22.95206,22.49021
1.13768,23.856415,23.910316,24.200016,22.865026
0.71379,22.728575,22.9295,22.684011,22.205746
0.76054,22.351837,22.285767,22.084135,21.388031
0.77927,24.934292,23.577902,22.55761,21.465796
0.60482,23.804098,23.577187,22.869938,22.404417
0.84863,99,25.08991,24.14375,22.773533
0.53871,22.917702,22.803473,22.518042,22.492598
0.52453,22.23147,22.138271,21.615572,21.514471
0.58678,23.560516,22.686672,21.421389,20.539097
0.94936,24.023338,24.193153,24.308765,22.99028
1.1062,23.326122,23.465662,23.461733,22.87486
0.42206,24.193571,22.384293,20.870842,20.339302
0.46132,22.856155,22.545322,21.92023,21.751099
0.58625,23.302984,22.817379,22.230242,21.723642
0.81699,99,24.081598,24.0909,22.859306
0.11168,22.786623,22.020716,21.635,21.534666
0.94902,23.905163,24.705732,24.335657,22.74818
1.05792,23.568558,23.452354,23.550768,22.919563
1.31079,23.057295,22.921614,23.01185,22.461487
0.58639,22.42288,22.085503,21.631622,21.399288
0.61495,24.309654,24.093676,23.390528,22.592909
0.87251,23.021227,23.131855,22.815542,21.979782
0.56538,23.60862,23.326189,22.793404,22.637575
0.17718,25.009348,23.425179,22.58357,22.023344
0.87278,23.823719,24.471972,24.085667,22.82102
0.42407,99,24.839708,23.61477,22.751234
0.46421,22.089128,22.103233,21.329964,21.213278
1.11194,24.636316,24.688175,23.993809,22.577847
0.69191,22.99983,23.244022,23.339933,22.950872
0.29297,23.263988,23.063753,22.702759,22.764954
0.717,99,25.01964,23.990551,22.87518
0.90912,24.000221,23.686037,23.765089,23.081406
0.6371,99,23.727896,22.820059,21.530622
0.75677,21.484287,21.238958,20.981133,20.29335
0.71666,23.539885,23.642277,23.434515,22.507729
0.68322,22.213236,22.239092,22.012537,21.455948
0.85037,24.143503,25.317074,24.1213,23.084566
0.84395,23.486738,23.37303,23.452723,22.07206
1.00707,99,99,24.170816,23.039667
0.26017,25.340042,24.082691,23.234032,22.677114
0.79937,22.818813,22.871956,22.61413,21.879148
0.81869,24.234873,24.512056,23.923098,23.045408
0.46896,24.299843,23.775618,22.57141,21.842918
0.69121,24.222876,23.507101,23.080713,22.075205
0.7163,22.939957,23.334818,23.298094,23.060663
0.51903,99,24.42368,23.13974,22.389874
1.18461,23.375057,23.586897,23.128998,23.028309
0.60042,22.800037,22.965658,23.013868,22.823795
0.93221,23.404308,22.856222,22.780191,22.285038
0.26342,23.52777,23.484474,22.814114,22.573101
0.60341,24.44882,24.958065,23.671755,22.907738
0.60047,24.171911,23.647528,23.033127,22.349682
0.57219,22.225716,21.942936,21.532457,21.335775
1.12147,23.7246,23.805016,23.629274,22.895855
1.18268,22.832952,22.983335,22.751945,22.757187
1.14549,23.384686,23.163103,23.217083,22.956707
0.38904,99,25.71556,23.7049,22.943775
0.63297,23.24859,23.125761,22.839712,22.420275
0.97602,24.83256,24.870007,23.666725,22.71948
0.53681,22.069225,21.483307,20.467165,20.021473
0.71705,23.111584,23.070421,22.657495,21.89073
1.03872,23.132513,23.257147,22.8354,22.436655
0.84476,24.242504,24.038944,22.357061,21.254452
0.44834,23.699026,23.321774,22.338877,22.30111
1.00751,23.912657,24.060175,23.870785,22.639614
0.52562,23.283766,23.247072,22.643955,22.470999
0.51731,22.595333,22.16632,21.31741,21.032526
1.0224,24.220375,23.709785,23.424608,22.811535
0.87059,24.725382,24.229214,23.682781,22.798246
0.84096,23.609133,23.187069,22.716078,21.924725
0.68248,24.857668,24.40331,23.28613,22.504396
0.84499,23.44298,23.248302,23.31071,22.502274
0.8477,22.572096,22.570768,22.472532,21.850195
0.99359,99,24.55906,23.744848,22.585598
0.78428,24.610529,24.361164,24.081364,22.775225
0.22143,22.414015,22.231342,22.063604,21.938734
0.42539,24.050907,23.931906,23.17772,23.06187
0.25825,23.35118,23.149673,22.911028,22.734428
0.53673,99,22.659628,21.28154,20.421555
0.66138,22.398174,22.365776,21.8849,21.105593
0.26285,24.833534,24.106739,22.598667,22.354105
0.63737,99,23.409983,21.733953,20.765574
0.38126,22.540743,22.516378,22.177555,22.046282
0.8723,22.831093,23.022526,23.046059,22.649824
0.49684,22.046862,21.747684,20.928007,20.644197
0.86385,23.697811,23.68129,23.685747,22.997458
1.00242,24.078676,23.989656,22.897955,22.150139
0.43802,22.778671,22.656937,22.131237,22.014048
0.93794,22.925798,22.950722,22.813606,22.394411
0.44823,99,23.414833,21.435028,20.472752
0.3637,23.778624,23.490442,22.76595,22.616182
0.11118,24.18633,23.438839,23.118193,23.049784
0.69336,24.191158,23.625446,23.071175,21.944729
0.23202,23.52988,21.418467,20.290749,19.9436
0.49545,22.719536,22.876009,22.530796,22.33709
0.59882,21.427654,21.222658,20.785248,20.45319
0.15022,21.482555,20.554955,19.985428,19.811289
0.39086,23.491344,22.931824,21.983873,21.897636
0.97964,24.156769,23.712894,23.045341,22.322004
0.63483,99,25.221169,23.458628,22.166105
0.29326,22.444094,21.874361,21.170933,21.007822
0.32858,22.7964,23.10637,22.837126,23.081589
0.95531,23.684507,23.811108,23.34978,22.736568
0.26269,23.68573,22.93812,22.314482,22.267963
0.76715,23.789257,23.295238,22.91664,22.021982
0.63845,23.662186,22.958399,21.981777,21.202436
1.39051,99,24.45102,24.110117,22.230293
0.80274,24.62252,23.627827,23.414024,22.722523
0.20146,23.758522,23.053753,22.321049,21.996662
0.6374,99,24.575542,23.510405,22.744177
0.46657,99,24.8163,23.020987,22.540974
0.49533,24.743837,23.86813,22.50636,21.882978
0.47066,23.797375,23.431107,23.13716,23.061771
0.40717,24.795124,24.242596,23.58644,23.067327
0.83267,23.480637,23.459835,23.127602,22.632849
0.72967,24.08383,23.932943,23.717743,22.707342
0.58817,22.241297,22.15176,21.43029,20.966732
0.42618,24.317701,23.790516,22.540476,21.960964
0.38494,23.229946,23.272655,22.74151,22.47518
0.21066,23.901333,23.224125,22.759727,22.730614
0.6355,22.94708,23.021008,22.466925,22.199228
0.17966,21.60318,20.629795,19.93938,19.640682
1.00235,22.668344,22.642715,22.296974,21.764093
1.1436,23.395857,23.878172,23.443338,22.566557
0.46819,22.456507,22.363111,21.976055,21.983803
1.07981,23.456085,23.230736,22.510775,22.114098
0.80771,23.036669,22.832546,22.40486,21.532452
0.42072,23.04558,22.86823,22.247738,22.135088
0.26916,22.611317,22.049076,21.379747,21.172289
0.40946,99,25.080751,24.007984,22.688406
1.09318,23.095697,23.289915,22.843897,22.695175
0.84509,23.234129,23.22586,23.151312,22.733038
0.42542,23.18517,23.001358,22.037567,22.014381
1.25099,23.96236,24.182732,23.34133,23.092588
0.61056,23.131443,23.148636,22.956156,23.012861
0.42542,24.079664,22.442606,21.042463,20.456938
0.5149,23.55201,23.054855,22.534973,22.434252
0.62832,22.856466,22.803587,22.732763,22.12215
0.74958,99,25.856821,24.789059,22.916954
1.02582,24.097517,23.688356,23.37397,22.493855
1.0667,23.010244,23.053059,22.66116,22.567625
1.25891,23.848495,24.450596,24.557613,23.036678
0.84383,99,24.57764,24.28007,21.655693
0.46389,22.464495,22.3826,20.430408,19.375534
0.82543,24.728456,24.932514,23.743593,22.806377
0.8769,23.876202,23.695639,22.89849,22.034098
0.96191,22.956776,23.265272,23.344677,22.604656
0.94961,23.418749,24.440536,24.777538,23.049736
0.76023,22.288729,22.30506,21.972244,21.359621
0.52261,23.198225,23.004856,22.192457,21.860662
0.80725,24.341505,25.183874,24.04378,22.99004
0.87491,23.909822,23.756824,23.373049,22.70415
0.25823,22.528715,21.521843,20.377813,19.86415
0.96756,23.608347,23.214937,23.252193,22.707846
0.51781,22.278454,21.814224,21.34677,21.094755
0.24152,22.32106,22.11724,21.945744,21.853048
0.46379,99,24.73795,23.584942,22.997854
0.6151,23.959227,22.862072,21.76644,20.837692
0.51383,23.703388,23.553429,22.783869,22.501938
1.01633,23.24264,23.217,22.889935,22.672176
0.65015,22.669502,22.485062,22.12888,21.739351
0.6035,23.445436,23.27888,23.190859,22.780096
0.74462,23.789007,23.782402,23.410982,22.793737
1.3529,23.133577,22.958607,22.689028,22.504002
0.27819,24.064278,23.726358,22.496412,21.984165
0.42732,99,24.896013,23.495802,23.08573
0.71778,23.96126,23.333683,23.264097,22.64444
0.11125,23.246101,23.478552,22.799238,22.499279
