z_spec,MAG_u,MAG_g,MAG_r,MAG_i
1.34213,24.2416,23.705133,23.320913,22.837254
0.97398,23.45863,23.01257,22.939411,22.245306
0.81868,23.627728,23.608734,23.973166,23.823421
0.76802,23.688477,23.517002,23.262552,22.27533
0.8287,23.088037,23.255814,23.705057,23.326706
1.04026,24.33177,23.7983,23.615038,23.278078
1.12779,24.060453,23.805037,23.38538,23.21971
0.3816,24.769136,24.19215,23.747223,22.839125
1.2608,23.27981,23.01331,22.709642,22.49686
0.72773,24.064089,23.533585,24.022327,23.252039
0.81984,23.303635,23.36488,23.605118,23.071114
1.06705,23.718515,23.835943,23.708294,23.510086
0.7677,24.244717,23.76974,23.506945,23.056246
0.98508,24.616455,24.105188,23.703365,23.297186
0.89866,23.612263,24.039719,23.677626,22.936127
0.7859,23.511091,23.024162,22.69256,21.95419
0.84315,23.287819,23.249714,23.265602,22.235847
0.81829,22.913372,22.733608,22.70331,22.125957
1.25062,24.199394,24.250229,23.984734,23.354868
0.75807,23.491562,23.095867,22.895454,22.369436
1.12992,23.935003,24.203547,24.070765,23.72211
1.11037,23.833208,23.747002,23.457933,22.897089
0.18547,24.316292,24.112997,23.809355,23.586763
0.99353,23.743063,23.584444,23.442493,23.104269
1.12876,24.257046,24.28834,23.980057,23.855738
0.76149,23.761702,23.387335,23.389898,23.009333
0.86249,22.495926,22.429146,22.144484,21.368399
0.92496,22.885302,22.635822,22.196701,21.460632
1.10059,23.824268,23.574518,23.215443,22.804632
0.88007,24.038797,23.787611,23.607042,23.115456
0.94746,21.46283,21.520365,21.250265,20.763641
0.80969,23.065212,22.917477,22.790512,22.134653
1.02057,23.650747,24.046577,23.86148,23.713972
0.74703,22.150043,21.949862,21.51745,20.675892
0.92634,25.30067,24.003876,23.562649,22.891636
0.86279,23.576473,23.570559,23.134663,22.516565
1.11848,24.083563,24.222794,24.07917,23.92957
0.77836,24.234806,23.831049,23.985378,23.405909
0.76037,25.362873,24.142517,23.970846,23.520775
0.54065,24.148203,23.632275,23.694304,23.285692
0.76751,22.997372,23.248789,23.05332,22.464127
1.22244,24.444109,23.935883,23.590515,22.42114
1.04233,23.085798,23.291346,23.231665,23.084131
0.81014,22.770708,22.607893,22.348051,21.690186
0.94171,23.950548,24.003365,23.698097,23.473259
1.02457,23.91696,24.295815,24.021175,23.87776
0.64408,23.81056,24.198244,23.861227,23.120073
1.40315,25.104258,24.28907,23.940924,23.388037
0.34235,99,23.92289,23.862276,23.242884
1.33088,22.581072,22.63741,22.455797,22.204102
0.95508,23.455936,23.519121,23.28506,22.899532
0.80617,23.332155,23.366611,23.26791,22.824076
0.97998,22.364347,22.522402,22.309883,21.875917
1.23256,24.25556,24.050945,23.676321,23.344357
0.67918,23.414825,23.533447,23.486128,23.062986
0.97003,24.223625,24.074097,23.98,23.775864
0.92517,23.352821,23.087141,23.139626,22.60663
0.70864,22.600237,22.609238,22.324522,21.72637
0.709,23.601507,23.680399,23.269375,22.905527
0.8328,24.456009,24.195173,23.929285,23.551426
0.92614,24.386267,23.572489,23.40801,22.795307
0.97286,24.59238,23.962666,23.716982,23.375843
1.1034,24.412659,24.163248,23.924755,23.62025
0.73738,22.44265,22.061806,21.801249,21.312618
1.06503,23.050901,23.015154,22.584505,22.180193
0.87068,23.057186,23.273174,22.921482,22.420515
0.81801,23.002111,22.497892,22.055878,21.372515
1.10744,22.786055,22.92057,22.736944,22.428022
0.89031,23.552353,23.679556,23.820534,23.353811
0.73478,24.267475,23.93253,23.770649,23.337093
0.87694,24.24787,23.61034,23.240131,23.103565
1.3657,23.247345,23.052162,22.866734,22.75257
1.26736,23.830801,23.941084,24.032705,23.82627
0.86427,23.088999,23.106976,22.997963,22.307693
0.75616,23.848095,23.32226,23.057894,22.209782
0.84713,23.215961,22.989594,22.719912,21.849173
0.80548,23.78012,23.529339,23.265097,22.766022
0.84324,24.626356,24.2572,23.91863,22.708181
1.10659,22.754326,22.867813,22.648052,22.311113
0.90128,22.151747,22.295282,22.383768,21.99809
1.09448,23.835634,23.651838,23.947723,23.78317
1.10915,23.286661,23.327852,23.375462,23.063406
0.81262,24.043606,23.633413,23.579678,22.841461
0.94694,23.87443,23.550543,23.648386,23.23765
1.03181,22.634768,22.66586,22.654076,22.45465
1.04506,22.866112,23.12401,22.957352,22.732695
1.29435,24.058437,23.874435,23.70805,23.528933
0.80086,23.44258,22.84143,22.52832,21.53656
1.20913,24.343271,24.374657,23.996258,23.469206
1.20749,23.895655,23.9642,23.735172,23.552135
0.62744,24.450842,23.579334,23.129688,22.592985
1.20354,24.868889,24.29697,23.954506,23.832144
1.40584,23.333889,22.97484,22.717834,22.240969
0.85279,23.440289,23.113752,23.040737,22.60092
1.15018,23.578882,23.596897,23.46669,23.335781
0.93583,23.464258,23.252794,23.120815,22.700762
0.76848,24.232151,23.696602,23.416977,22.860987
0.84187,23.784466,23.530674,23.145172,22.302488
1.11078,25.205786,24.193304,23.99716,22.881128
0.7193,21.894466,21.584305,21.229174,20.64493
0.97367,23.089785,23.059965,22.91563,22.488657
0.75664,23.361204,23.597876,23.57879,22.737356
0.94659,22.44091,22.635563,22.613064,22.15801
0.83931,23.926758,23.645142,23.368988,22.811289
0.84616,24.236013,24.012566,23.959517,23.088734
1.0912,23.219728,23.320232,23.39001,23.051455
0.78695,23.463667,23.507154,23.429363,22.75465
0.84208,23.86707,23.559072,23.368437,22.49956
1.20727,24.564865,24.026123,24.041073,23.897501
1.21845,23.735546,23.790031,23.499884,23.292522
0.84204,23.523329,23.3279,23.642635,22.821386
1.02946,23.362492,23.530712,23.266233,22.993086
0.76672,22.23887,22.174158,22.082115,21.542564
0.82453,23.812943,23.739477,23.441048,22.581078
0.80383,24.746164,24.127642,23.744019,22.634655
0.94545,22.669079,22.749304,22.597157,22.317673
1.15682,25.215977,24.281746,23.849567,23.55216
0.62501,23.629236,23.43695,23.081652,22.48578
0.43209,23.72407,23.404247,23.141653,22.841465
0.36879,23.421083,23.645496,23.292828,22.83971
0.81661,24.453669,24.254267,23.865076,22.90548
0.77565,23.051102,23.611574,23.904953,23.796751
0.98518,22.240837,22.211618,22.14498,21.839405
0.64531,24.51165,24.339506,24.09942,23.379295
1.14459,24.577671,24.087698,23.99008,23.741621
1.09403,22.18789,22.414139,22.31357,22.069586
0.8406,23.892431,23.650759,23.587788,22.98201
0.79971,22.497005,22.421064,22.133512,21.365108
0.88046,23.290436,23.015291,22.646542,22.05316
0.76803,23.836252,23.462456,23.048285,21.852137
0.76805,23.907154,23.330885,23.098886,22.721615
0.62414,22.81681,22.629513,22.209614,21.787483
1.33353,24.062878,23.765432,23.981052,23.824787
0.79339,23.50302,23.574093,23.343657,22.902073
0.87391,23.740309,23.581635,23.407171,22.737518
0.84224,23.184805,22.722967,22.667397,21.82421
1.05655,24.387505,23.72757,24.035526,23.89002
1.04469,23.218693,23.218618,22.968985,22.487967
1.18466,23.711378,23.704893,23.618155,22.83108
1.1111,24.268482,24.262285,23.981043,23.737549
1.17977,24.062006,24.313911,24.090576,23.985237
1.17392,23.327696,23.454266,23.324684,23.213202
1.17638,23.038034,22.943851,22.527573,22.175102
0.80262,22.895817,23.243105,22.996096,22.295446
0.79473,23.893665,23.806025,23.369787,22.565659
0.78739,22.131998,21.979595,21.729868,20.90567
1.29533,23.745514,23.703056,23.810484,23.698658
1.08953,24.164797,24.224913,24.05218,23.728941
1.35558,23.90649,23.69838,23.553204,23.35356
1.0581,23.542868,23.251884,23.31759,23.17111
0.86156,21.805874,21.714039,21.715948,21.196472
1.1085,23.17047,23.353111,22.986341,22.78412
1.2374,25.221476,24.113707,23.963232,23.126606
0.87722,24.40527,24.099329,24.012712,23.29301
0.97295,24.251818,23.886017,23.898504,23.689796
1.28025,23.429197,23.951815,24.000526,23.575674
1.12774,23.35564,23.53758,23.211231,22.322811
1.39726,24.23284,23.789534,23.547827,23.32637
1.19331,24.07177,23.803305,23.506266,23.290325
0.84692,23.379684,22.823936,22.503447,21.701834
0.89034,22.161293,22.118294,21.973553,21.595247
1.3265,23.643566,23.913515,23.601362,23.176514
1.10647,99,23.647821,23.84629,22.156422
0.81066,23.637032,23.51585,23.1315,22.450338
1.02603,23.483763,23.54927,23.112772,22.70628
0.77508,23.339132,23.28805,23.394556,22.951544
0.7865,22.865438,22.611052,22.268045,21.457363
0.69552,23.19744,23.267862,23.042795,22.245285
1.06491,23.131536,23.029787,22.736378,22.336828
0.90068,21.262743,21.390818,21.487652,21.19491
0.92615,22.70671,22.73288,22.60456,22.07456
0.841,23.69353,23.820387,23.459011,22.316938
0.76784,22.80654,22.953964,22.802322,22.188835
1.28113,24.377483,24.139126,23.848272,23.638302
0.96087,23.988777,24.398912,24.082369,23.583645
0.74015,23.808502,23.693296,23.593538,23.029045
1.33773,24.835217,24.26525,24.04593,23.193766
1.27364,23.719263,23.671503,23.696947,23.149052
1.31587,24.045746,23.766254,23.621513,23.323498
0.72074,23.298456,23.13624,23.07758,22.562744
0.97356,25.248774,24.235233,23.850851,23.024857
1.14591,99,24.27425,24.00166,22.75193
1.10918,23.923643,23.73632,23.509014,23.184227
1.11107,23.077147,22.87719,22.453306,22.249712
1.01257,23.574839,23.853243,23.421467,23.047363
0.12651,24.238974,23.967796,24.017523,23.590134
0.79686,22.92802,23.051586,22.652605,22.104109
1.17343,24.18258,23.820473,23.459053,23.049389
0.80972,23.342062,23.241812,23.179453,22.585892
1.21009,99,24.185223,24.061106,23.944296
1.29539,23.850086,23.513866,23.401838,23.231737
0.57885,99,24.332535,23.936935,22.97901
0.85541,23.451588,23.241568,23.091288,22.186634
0.61594,23.646057,23.404644,23.260775,23.124605
1.14844,24.20557,24.138699,23.798977,23.330797
0.77099,22.52729,22.510052,22.54016,21.860598
1.11109,24.088875,24.072056,23.769121,23.25814
0.78938,22.756828,22.487936,22.410786,21.606045
0.84318,24.017914,23.899712,24.054853,23.31627
0.84084,22.397322,22.286674,22.147352,21.57359
0.81347,22.031591,21.773079,21.464113,20.762695
0.87644,22.547838,22.656397,22.489956,22.08774
0.98719,22.693708,22.603174,22.49815,21.851027
0.97761,23.387781,23.536356,23.892065,23.585268
0.79389,23.155502,24.155642,23.946371,23.55873
1.38029,24.872065,23.96258,23.627699,23.350004
0.96562,23.411278,23.302567,23.073366,22.146273
0.91957,24.166727,23.853241,23.64027,23.236706
1.0958,23.88188,23.92914,23.981401,23.69712
0.88012,23.137552,23.162966,22.824095,22.649254
0.83036,21.818426,21.573774,21.473894,20.765858
0.62629,24.686008,23.80862,23.704384,22.575134
0.77051,23.68841,23.011847,22.59805,21.758757
0.77339,23.416422,23.461323,23.235285,22.759737
0.77368,23.145433,23.55996,23.902224,23.151264
1.01876,23.931717,23.761969,23.478054,23.045998
0.42973,23.637787,24.019108,23.927687,23.277782
1.13148,24.099176,23.817871,23.394615,22.970621
1.07508,24.52444,24.1332,23.691319,23.395346
0.83149,23.821112,23.464624,23.410398,22.94559
0.55415,24.518282,23.695412,23.413103,23.121271
0.79016,22.509882,22.41699,22.138058,21.387867
0.91571,24.65001,24.090504,23.890636,23.541431
1.27124,23.474699,23.968012,23.656391,23.53739
0.98032,25.205307,24.174229,23.993181,23.275623
1.11143,23.621838,23.631989,23.582607,22.986376
0.97736,23.796421,24.196798,23.954391,23.56649
0.67889,21.738487,21.451729,21.161766,20.661057
1.22141,24.021973,24.141798,23.848478,23.110695
0.80857,24.69572,24.111984,23.88054,23.16153
0.67627,23.884094,23.797247,23.399595,22.701313
1.12688,22.814817,22.608952,22.201603,22.054724
1.2316,24.05818,24.021704,23.745016,23.337133
0.80934,23.274265,23.424229,23.224207,22.56242
1.04216,23.759394,23.817158,23.900297,23.544413
0.85986,99,24.120037,24.052792,23.480099
0.80179,22.931257,22.918242,22.940561,22.272585
1.04477,24.264948,24.112455,23.953438,23.416668
0.72121,23.55506,23.400587,23.257122,22.28619
0.81054,20.51887,20.52852,20.62834,20.30824
0.77541,23.19305,23.294468,23.495111,22.621464
1.18322,23.679752,23.363726,23.35538,23.149338
0.8293,23.800127,23.125826,22.791843,22.04435
0.97724,23.377176,23.075161,23.401402,23.243576
0.69977,24.17269,24.46219,24.022833,23.399664
1.05682,22.518078,22.428871,22.30523,22.13699
1.18112,23.374578,23.511408,23.184952,22.786276
1.24123,24.009985,24.027239,23.802258,23.666012
0.72894,23.353405,22.566769,22.182034,21.4932
1.08768,23.116314,22.917192,22.827892,22.48676
1.28388,24.41692,24.29705,24.023277,23.354828
0.77198,23.052794,22.895958,22.779097,22.09255
0.81272,24.025158,23.853685,23.895313,23.545582
1.22191,23.715141,23.6691,23.446878,22.915804
0.69299,23.932354,23.734455,23.300707,22.903797
1.23497,23.740381,23.780676,23.499899,23.238777
1.11218,23.179976,23.243313,23.234383,22.80663
0.93755,23.821558,23.804281,23.755714,23.250896
1.20617,23.52355,22.843958,22.617012,22.16142
0.75241,23.78289,23.225775,22.879126,22.318624
1.08797,24.224936,23.740564,23.792208,23.507313
0.94745,23.56621,23.621109,23.513382,23.383406
1.0441,23.466385,23.336016,23.010746,22.574062
0.87356,24.730148,23.467718,23.946419,23.421314
0.51271,24.03852,24.035646,24.0208,23.661926
1.10731,23.492207,23.570322,23.696457,23.128681
1.14783,22.885803,22.947388,22.68523,22.525656
1.34627,23.646832,23.606691,23.827696,23.350874
0.79429,23.169474,23.355324,23.168358,22.49607
0.87742,22.260279,22.310698,22.318518,21.983059
1.28688,22.97334,24.137506,23.767036,23.258408
1.04409,24.426859,24.09025,23.925907,23.804739
0.71933,25.326138,24.037382,23.655268,22.272236
0.93727,24.141169,23.848387,23.449604,22.710245
1.31207,23.944664,23.711254,23.657825,23.484999
0.98021,24.103998,23.9969,23.628075,22.9993
0.76219,23.543093,23.705086,23.806145,23.444195
0.75714,23.888882,23.380495,23.454107,23.113956
0.7901,24.112783,23.680601,23.432737,22.8616
0.79785,23.089214,23.249907,22.910002,21.97698
1.29083,24.276417,24.200891,23.901213,23.515316
0.7706,24.05903,24.252726,23.876087,23.06603
0.1456,99,23.86285,23.470253,23.357561
1.04542,23.538282,23.570404,23.276867,23.048098
0.74303,21.06376,21.033043,20.873756,20.274603
1.18205,23.913994,23.733719,23.567564,22.871902
1.00006,24.46872,24.125942,24.058493,23.747725
0.72197,21.729372,21.62796,21.329948,20.753906
0.77763,23.348772,23.687948,23.459797,23.092768
0.94874,23.34734,23.391863,23.257795,22.98051
0.8323,23.507017,23.359585,22.945084,22.081955
1.04658,23.770445,23.614634,23.414719,22.785442
0.81095,23.538404,23.05214,22.92058,22.367172
0.75913,24.332945,23.729174,23.632425,22.898003
1.17643,23.578085,23.787909,23.668783,23.341501
1.05995,22.506687,22.404306,21.99189,21.483444
1.10901,23.903202,23.743942,23.480263,23.30747
0.91086,23.286348,23.558752,23.35637,22.935608
1.17951,24.464903,24.200504,24.035982,23.88936
0.70014,23.72154,23.59365,23.154575,22.539345
1.04004,21.955637,21.93337,21.839077,21.50285
1.25941,23.989372,24.16054,23.990305,23.545258
0.68278,22.999636,22.799807,22.598642,21.95414
1.04989,23.66736,23.634914,23.329115,22.494493
0.49461,24.213572,23.51071,23.168728,22.773354
0.82125,22.648777,22.800196,22.936476,22.662813
0.78049,24.23195,23.949095,23.603998,22.651731
1.04323,24.066343,23.858976,23.465168,22.791847
0.80937,23.474709,23.492558,23.41885,22.716919
1.11151,24.198212,23.972185,23.70032,22.676529
0.77929,22.931162,23.009878,22.888851,22.408478
0.82104,24.079834,24.306267,23.930855,22.86437
0.8804,24.190014,24.208006,23.825806,22.78962
0.78081,22.358004,22.412884,22.10586,21.392878
0.84622,22.300581,22.398287,22.281906,21.646812
0.93689,23.675997,23.422392,23.333324,22.405838
1.01842,22.35611,22.362064,22.27684,21.997522
0.68546,23.967386,23.98933,24.091095,23.81908
1.07584,23.83795,23.769388,23.676935,22.63543
0.86357,23.936754,24.094318,23.99347,23.596571
0.78931,21.984348,21.845592,21.643358,21.098892
0.73854,23.51437,23.759571,23.768549,23.471891
0.72795,24.147799,23.723494,23.546083,22.664682
0.45158,24.58455,24.110828,23.668901,23.397388
0.98177,23.703228,23.340424,23.17556,22.96548
1.0204,23.908598,23.633163,23.550764,23.099386
0.96478,23.736677,23.745373,23.551706,22.857197
0.79583,23.003466,22.589045,22.152342,21.550718
0.84559,24.024246,23.91081,23.790373,23.196873
0.81051,24.458645,23.848274,23.500648,22.418453
1.17741,25.250671,24.366257,23.920938,22.895805
1.13312,23.396467,23.535944,23.272264,23.032343
1.2001,24.129194,23.61539,23.244019,23.004925
1.31643,23.889896,23.700342,23.477678,23.003418
1.13847,22.591131,23.34311,22.932716,22.575073
0.80938,23.460863,23.236065,23.048454,22.37854
0.91364,23.565245,23.857817,23.739355,22.913269
0.64763,24.908218,23.900122,23.826752,23.137486
0.73144,23.458563,22.987122,22.588943,22.11418
1.04415,23.629778,23.914097,23.608847,23.438843
0.98152,21.59402,21.606497,21.632763,21.365147
0.83095,23.868036,23.22631,22.883406,22.125347
1.0412,23.93952,23.837467,23.877003,23.090843
1.24088,23.620905,23.584936,23.31668,23.156029
0.77911,23.16199,22.939734,22.660923,21.636417
0.95203,23.577448,23.913181,23.717554,23.067585
1.17353,22.848335,22.877218,22.55905,22.39648
0.78981,22.56085,22.230005,21.877287,21.115076
1.27559,24.12648,23.71071,23.813948,23.44649
0.14364,24.390211,23.598932,23.585073,23.473972
1.23363,23.851204,23.91227,24.074633,23.914934
1.05269,22.809664,22.811495,22.751785,22.55388
1.1162,24.069603,23.695183,23.264639,22.639456
0.94735,23.921764,23.954767,24.028744,23.69477
1.11249,24.19985,24.33195,23.933912,23.389362
0.91406,24.417112,23.998446,23.596128,22.711292
0.97916,23.894114,24.161514,24.057594,23.577005
0.87304,23.354626,23.38458,23.366426,22.917048
1.2349,22.419264,22.411402,22.605665,22.356985
1.30412,24.942099,24.160826,24.028282,23.613392
0.74513,22.854317,22.659893,22.233868,21.409784
0.57967,24.615253,24.436522,24.053299,23.63617
0.97892,22.238937,22.15778,22.283367,21.993402
0.86015,23.434319,23.205952,22.833254,22.172014
0.95024,22.529512,22.40874,22.228558,21.710413
0.90746,23.785273,23.743052,23.540222,22.242004
0.59669,23.236784,23.388836,23.38927,22.817001
1.04395,22.926895,23.171106,22.869057,22.500853
1.08873,23.85168,23.643488,23.394873,22.955376
1.22176,23.782917,23.581648,23.539005,23.193851
1.09008,22.140026,22.154613,22.09057,21.867008
1.18324,23.146606,23.56653,23.530893,23.11748
0.17558,24.966255,23.9767,23.743402,23.339174
0.81428,24.328127,23.310534,22.96176,22.075394
0.74564,24.104939,23.446571,23.010092,22.207592
0.79033,23.98344,23.832773,23.749315,22.751709
0.58227,23.82884,24.040722,24.018904,23.850433
1.11468,23.522524,23.380232,22.994667,22.720184
0.79888,23.87684,23.66884,23.562195,22.813726
1.06755,23.973797,23.737345,23.374325,22.804117
1.13768,23.504187,23.294754,23.244978,22.586441
0.60546,23.981915,24.218267,23.995415,23.603117
1.08814,23.066866,23.161514,23.290237,23.090988
1.31958,23.655186,23.56189,23.40041,22.876629
0.76554,23.608341,23.570929,23.475622,23.093985
0.73915,22.185692,22.073128,21.814884,21.223642
1.39895,23.878801,23.74384,23.404594,23.019753
0.96571,24.451733,23.823454,24.091148,23.439844
0.72677,24.32706,24.281479,23.887833,23.752844
0.81036,23.187128,23.273968,23.123951,22.40269
0.72215,23.586298,23.056292,22.878529,22.414246
0.77382,23.86664,23.965553,23.728392,23.298782
0.86361,24.155706,23.998455,23.745861,23.33765
0.72909,22.996275,23.128035,22.840677,22.23557
1.08276,23.490255,23.434298,23.429512,23.32365
0.99584,23.090687,23.519295,23.86635,22.733448
1.28026,24.067488,23.94282,23.568405,23.33193
0.72803,24.3594,23.910448,23.982504,22.871992
1.05825,24.001982,23.721548,24.017979,23.77384
0.84338,22.741568,22.763676,22.619087,21.858284
0.82635,24.891562,24.195211,24.024302,22.91427
1.16784,23.480602,23.703241,23.798052,23.132982
0.89306,24.109877,23.822918,23.938026,23.511797
0.82549,23.469088,23.76199,23.499487,22.981785
0.72796,23.639418,23.678766,23.241096,22.526012
0.71995,24.069748,23.713694,23.691435,23.414566
1.22451,24.584925,24.37319,24.094807,23.882456
0.79744,23.924917,23.723505,23.432768,22.5646
0.92367,23.779224,23.590755,23.553253,22.681868
0.68574,24.482243,23.836044,23.417456,22.507582
0.86067,24.32826,24.23011,24.022608,23.36023
0.83903,23.699467,23.576609,23.788944,23.38918
1.10897,23.737324,24.141918,23.75796,23.39145
1.12016,23.544592,23.416164,23.477524,22.929794
1.08898,23.923351,24.05197,23.767406,23.472366
0.65646,24.026424,24.10303,23.700237,23.34767
0.31047,24.62125,24.06044,23.877008,23.51204
0.96682,23.110905,23.09662,23.02404,22.77215
0.55065,99,23.963432,23.962517,23.389528
1.22452,24.158651,23.701345,23.383085,22.875422
0.93214,23.353615,22.72782,22.663576,22.05822
1.06757,24.100307,23.753109,23.513655,23.150862
0.96821,23.633217,23.467098,23.689018,23.21796
0.7692,22.995226,23.19332,23.089096,22.691832
1.1978,23.867126,23.711895,23.727133,23.400017
0.79193,23.430101,23.672504,23.999632,23.754026
0.91924,24.348997,24.300922,23.9086,23.000687
0.98043,22.960838,22.72185,22.753046,22.402367
0.93584,24.10402,23.603592,23.26346,22.547276
0.91879,22.896564,23.038137,22.872044,22.178616
1.13848,25.068274,24.513165,24.084234,23.88683
1.10735,24.105919,23.808031,23.764683,23.522852
0.93871,23.846224,23.674583,23.32203,22.858381
0.62996,24.321716,23.695911,23.468716,22.623884
0.72056,22.909256,23.062563,22.647606,21.955696
0.72698,23.722767,23.384127,23.177544,22.332365
1.02623,23.539057,23.319193,23.346252,23.095556
0.98011,22.334919,22.82857,22.647001,22.257675
0.68359,23.58421,23.44078,23.272099,22.595604
0.92483,22.475191,22.263424,22.026476,21.518572
0.81718,24.032757,24.116201,23.907047,22.496449
0.97489,24.633265,24.085913,23.905994,23.62016
1.04089,23.760283,23.583002,23.558527,23.039473
1.22309,24.55985,24.260965,24.081512,23.854994
1.02721,23.36375,23.401575,23.428816,23.025478
1.13136,22.199059,22.331738,21.980879,21.768621
0.79914,23.346428,23.255373,22.983442,22.27326
1.28297,24.293932,23.889656,23.487156,23.205082
1.16844,23.152288,23.332548,23.210178,22.994564
0.45274,23.828922,24.003435,23.589714,23.462046
1.08426,22.985878,22.968296,22.627981,22.361752
0.8446,21.211275,21.218548,21.134207,20.608639
0.92454,23.340998,23.117743,22.784058,22.18935
0.88471,23.354898,23.246132,23.193096,22.930292
1.24615,23.135138,22.81363,22.461233,22.098343
1.01271,23.070824,23.226934,23.494907,23.15914
0.9336,99,24.134638,23.840315,23.628374
0.78667,24.488306,24.005827,23.835709,22.786478
0.59625,25.119598,24.287926,23.944485,23.420286
1.14451,24.329727,23.603926,23.248552,22.953747
0.97958,23.318457,23.55672,23.636627,22.97726
1.17108,23.192827,23.576609,23.521208,23.357933
1.00876,23.539606,23.733421,23.619799,23.419209
1.22026,24.30688,24.168293,23.974045,23.54008
1.04825,23.475115,23.74188,23.569706,23.38343
1.18463,23.631683,23.789454,23.998127,23.893282
0.78336,24.191792,24.051895,23.638992,22.802032
0.79289,23.324888,23.521694,23.156374,22.473764
0.84593,22.911753,23.109161,23.141685,22.448935
1.29443,23.669125,23.674652,23.292618,23.01263
1.14864,23.944355,24.412762,24.081364,23.479923
1.3416,24.347443,24.405567,24.011263,23.591606
1.20748,23.822992,24.040247,23.926817,23.821918
1.0583,23.67139,23.525484,23.467888,22.89335
0.76228,23.37663,22.906296,22.490808,22.049929
0.72764,24.039862,23.998066,23.70797,22.983847
1.12575,23.459759,23.373344,23.138775,22.952913
0.74668,22.940512,22.862185,22.697233,22.478699
1.10215,22.986338,23.053871,22.902294,22.756039
1.36585,22.656343,22.735226,22.764078,22.509161
0.93094,23.642775,23.533165,23.442429,22.87886
0.83356,23.214352,23.0286,22.956427,22.572649
1.24389,24.191595,24.233803,23.821026,23.20815
0.81481,23.667551,23.226383,23.074194,22.205658
1.16848,24.526524,24.15634,24.049934,23.482666
0.90139,23.392181,23.612413,23.471645,22.716919
0.63426,24.523445,24.382292,24.038328,23.230423
0.93449,24.227026,24.44883,24.0723,23.40007
1.10911,23.66799,23.925686,23.886475,23.587212
1.10583,23.891174,23.505287,23.064781,22.939974
0.73081,24.060373,23.817595,23.576252,23.079685
1.37553,24.104162,23.997353,23.978752,23.542406
0.77507,23.1322,22.996618,22.916504,22.273346
0.99027,23.466328,23.514776,23.644112,23.239304
1.26319,23.60711,23.692657,23.670834,23.554955
0.73098,23.385052,23.302765,23.4165,22.987143
1.28479,24.601227,23.799267,23.94836,23.829887
0.65672,22.99689,22.555182,22.32114,21.785744
0.80492,23.60781,23.731728,23.736197,23.348034
0.85864,23.57657,23.586876,23.571745,22.860905
0.98386,23.408049,23.472282,23.430275,22.848553
1.18376,23.763777,23.551289,23.117296,22.69217
0.7966,23.613808,23.15725,23.14939,22.55154
1.21535,24.314276,23.874987,23.428375,22.96131
0.7635,22.921755,22.561714,22.422857,21.815813
1.06068,23.00944,22.932346,22.605791,22.316257
1.12019,22.705034,22.760363,22.817144,22.636557
1.04311,24.183369,23.819178,23.632582,23.374346
0.89311,24.0812,23.832449,23.7359,23.400211
1.29079,25.166637,24.199156,23.95744,23.425413
1.04575,23.944977,24.18572,24.066833,23.701908
1.04416,22.909899,22.841444,22.625021,22.512993
1.28682,23.525154,23.609762,23.841206,23.622019
1.1617,22.863323,22.864807,22.928053,22.623173
0.78734,23.000141,22.737818,22.7468,21.950008
0.68696,24.8254,23.982292,23.553604,23.375948
0.94664,23.646557,23.893282,23.87481,23.540234
0.95608,23.736979,24.023293,23.57696,23.430578
0.94217,23.734268,23.414312,23.274782,22.670301
0.83956,22.644773,22.557154,22.389366,22.05144
1.01567,22.706182,22.7757,22.56511,22.225813
0.97254,24.714605,24.043304,23.624765,22.69523
0.87832,23.132835,23.3613,23.080584,22.389147
1.09665,23.28762,23.2289,23.354557,23.1012
1.25313,23.07394,23.216152,22.868195,22.7213
1.04993,22.940365,22.921137,23.03142,22.635185
1.12017,23.791632,23.701012,23.499449,23.035355
0.97531,23.912355,23.796356,23.831953,23.228247
0.9727,22.912252,22.907425,22.654753,22.134804
0.82696,24.419971,23.949091,23.785275,23.649103
1.27069,24.546606,24.172626,23.930563,23.541782
0.844,24.003365,23.477581,23.170715,22.314936
0.83203,23.953772,23.800373,23.551493,23.233551
0.74775,23.136415,23.049515,23.043198,22.75178
0.91168,23.218859,23.080515,23.105053,22.228966
1.10947,23.948244,23.868534,23.977007,23.656534
1.20995,24.093763,23.663063,23.739016,23.57463
1.29621,24.545084,24.297787,24.05345,23.12683
0.63191,23.451588,22.84286,22.534288,22.107386
0.72994,21.7066,21.74359,21.544876,20.948551
1.23525,24.08786,24.21452,23.798113,23.472416
0.79437,24.48365,24.35017,24.0612,23.334515
0.82545,24.344316,23.500349,23.115416,22.081697
0.19369,24.291267,23.905378,23.467846,23.183886
0.76635,23.49202,23.484585,23.530468,23.213617
0.7389,23.556229,23.94439,24.037903,23.828184
0.73375,23.451578,23.066004,22.984577,22.509054
0.71589,22.98625,22.81975,22.425869,21.693556
0.73054,24.288897,24.008554,23.89629,22.644419
1.16881,24.368996,24.118893,24.092463,23.509542
0.90246,23.190012,22.835037,22.71226,22.188013
0.80925,24.53767,23.890186,23.487587,22.62445
1.27133,23.607683,23.640196,23.639921,23.260159
0.7886,23.066614,23.013271,22.616001,21.735806
1.17405,24.400616,24.162218,24.019884,23.432419
0.3677,99,24.256216,23.814863,22.860235
1.41443,23.924913,23.91273,23.8625,23.69134
0.74489,23.332329,23.127508,22.750973,21.8656
1.18483,24.283722,24.091053,23.957977,23.526272
0.94255,22.012243,21.687931,21.42919,20.809332
