z_phot,MAG_u,MAG_g,MAG_r,MAG_i
1.267,24.58183,23.678024,23.427755,23.108164
1.157,23.682762,24.124012,24.285055,24.361761
0.547,23.265106,22.927837,22.25427,22.045975
0.437,99,24.558773,23.70229,23.683111
0.257,22.500816,21.683996,20.886135,20.693048
0.777,99,24.15477,23.551876,23.40119
1.397,24.011986,23.751225,23.649406,23.88902
0.737,22.085747,22.153025,21.873886,21.547443
1.407,22.255789,22.354687,22.625162,22.619719
0.407,24.537872,23.680157,22.653347,22.376976
1.287,99,99,99,23.447865
1.107,23.537043,23.539211,22.802761,22.584856
0.687,22.105545,21.76281,21.44881,21.040852
0.877,23.527458,23.3823,23.250605,22.914389
0.377,22.9085,22.725388,21.95775,21.92026
0.607,24.796978,25.2033,24.616335,24.535967
0.887,23.374557,23.383984,23.436293,22.676073
0.867,24.013681,23.846874,23.73944,23.058662
0.757,24.388327,23.82469,22.935738,22.106764
0.667,23.490654,23.441664,22.610083,22.144272
0.917,23.796907,24.241758,24.205275,22.97949
0.707,23.688232,23.686823,23.320578,22.740847
0.607,99,24.625364,24.041466,23.056133
1.287,99,25.16141,24.433998,23.715792
1.257,23.054447,23.140457,23.31429,23.459185
0.347,22.642017,22.174067,21.482176,21.215372
1.377,22.860289,23.19077,23.338057,23.142057
0.867,23.072691,22.94182,22.839516,22.505692
0.397,23.724617,23.740952,23.165531,23.001549
0.437,24.413445,24.215965,23.197521,22.953033
0.987,24.839142,24.27003,24.397404,23.546595
0.617,24.832285,23.22391,21.562082,20.875858
0.277,99,24.738562,23.336355,22.908209
0.587,25.130363,24.577513,23.950684,23.476412
0.997,24.575022,23.918518,24.217815,23.755255
1.397,23.594444,23.530819,23.48764,23.570404
1.377,24.021149,24.127987,24.003492,23.544134
0.297,23.030508,22.282806,21.672688,21.623583
0.957,23.688673,23.74379,24.053305,23.349106
0.367,99,24.185284,23.3445,23.401201
0.617,23.759691,23.77174,23.468222,23.07323
0.887,22.66155,22.741858,22.58964,22.10802
0.997,24.336752,24.46729,24.015526,23.554527
0.607,24.12105,23.336046,22.168715,21.44375
0.757,23.338554,23.388151,23.175007,22.259758
0.877,23.768864,23.826984,23.733904,22.909601
0.637,21.91261,21.59137,20.826818,20.354572
0.267,20.927925,20.30259,19.451687,19.203518
0.337,23.816334,23.53846,22.754936,22.49428
0.537,24.220613,24.003372,23.038544,22.675283
1.107,23.541588,23.778292,23.72813,23.353735
0.877,24.44984,24.746447,24.79522,23.425526
1.027,23.166676,23.53013,23.561308,23.067423
0.947,23.902933,23.366432,23.016312,22.44519
0.787,24.522537,24.720583,24.236221,23.09071
0.947,23.005928,22.68406,21.908041,20.899271
0.837,24.457602,24.265083,24.206966,23.378199
0.977,24.54442,23.986889,23.897682,23.083706
0.927,23.78942,23.226406,22.718407,21.777843
0.667,23.682142,22.835978,21.758774,21.044096
0.647,24.240023,24.23005,23.760786,23.593924
1.067,23.560139,23.576914,23.195183,23.002745
0.557,23.029438,23.040173,22.420404,22.250366
0.127,23.240078,21.52302,20.579136,20.246782
1.087,22.82407,22.949125,22.914846,22.381815
0.607,24.97636,24.818241,24.197441,23.036856
0.987,24.321018,22.181427,20.255024,19.519453
1.057,23.717152,25.500164,24.60989,24.57612
0.997,24.935616,24.554972,24.054619,23.684464
0.627,24.02772,23.892853,23.652315,23.20749
1.377,24.298914,23.917746,23.958784,24.05516
0.877,24.142214,24.345058,23.144747,22.03473
0.647,24.626862,23.841505,22.898062,22.194618
0.547,99,24.862366,23.889482,23.862658
0.777,25.497131,24.476547,24.355698,23.992674
0.917,22.877127,22.693802,22.32,21.8185
0.337,23.37707,22.92793,22.195183,21.996672
0.807,23.90153,23.776993,23.45253,22.821594
0.647,22.852936,23.118773,22.543798,22.398508
0.677,24.750767,23.986067,23.309307,22.869665
0.607,24.092163,24.240181,23.912472,23.515274
0.887,24.152811,23.672094,23.733688,23.099104
0.647,23.469799,24.05719,23.239279,22.879318
0.757,24.379858,23.77322,23.60863,23.074915
1.397,24.018496,23.913551,23.73972,23.599298
1.057,23.666174,23.37115,23.332502,22.918213
1.107,23.698925,23.76301,23.661968,23.385578
0.177,22.680725,21.504532,20.58626,20.227074
1.397,23.39026,23.579056,23.440874,23.782873
0.957,99,25.166735,23.982279,23.105108
0.477,23.759594,21.574469,20.124146,19.433834
0.977,23.885626,23.595695,23.45789,22.849915
0.907,24.82665,24.464813,24.397013,23.464441
0.877,23.334236,22.809362,22.437191,21.723957
1.317,23.636948,23.624203,23.75526,23.479027
1.217,23.224663,23.484356,23.65373,23.36692
0.407,23.866613,23.687992,23.020641,22.765936
1.287,23.851591,23.867413,23.736338,24.585283
0.397,99,24.665419,23.441544,24.018005
0.647,23.113422,22.92241,22.108139,21.550106
0.197,23.64768,22.845266,22.625067,22.309881
0.957,23.96918,23.927607,23.405819,23.034454
0.557,22.407545,22.297964,21.680868,21.373125
1.237,23.32767,23.85092,24.082155,24.167131
1.067,99,24.841908,23.435759,23.109049
0.227,21.188421,20.527462,19.923906,19.753702
0.817,24.345854,24.439278,24.410217,22.590015
1.207,99,24.548662,24.074486,23.776705
0.617,24.21646,24.086742,23.701872,23.123127
1.137,24.249401,24.215637,24.140007,24.18242
0.617,99,24.816782,23.951048,23.414354
1.127,23.932247,24.390638,24.316404,24.21866
0.857,23.015413,24.245596,23.630737,23.05102
0.807,24.379833,24.2299,23.82375,23.016254
0.217,22.51888,20.840975,19.565798,19.131113
0.527,24.503803,24.760246,23.825573,23.84117
0.537,22.8081,22.628454,21.716543,21.337656
0.587,99,24.667473,23.558365,22.927687
0.417,21.754719,21.54051,20.602278,20.427826
0.267,23.875248,22.517508,21.327774,20.806362
1.027,23.568928,24.625805,23.533178,22.456722
0.907,25.334263,24.622047,23.67947,23.005472
0.337,22.725592,22.324286,21.583065,21.344307
0.417,21.69392,21.565237,21.011929,20.819748
0.667,99,25.333096,23.775356,22.811186
0.697,99,24.659866,23.871897,23.650469
0.847,22.87056,22.849052,22.575794,22.160467
0.197,23.61463,22.075909,20.997269,20.617067
0.787,22.998058,22.864248,22.593973,22.260263
0.217,22.36198,21.628819,21.011944,20.784224
1.207,99,24.229967,23.514107,22.835022
1.007,99,99,24.547012,23.803267
0.547,23.161596,23.104063,22.360672,21.940905
0.997,24.859446,24.575268,24.956095,24.087982
0.917,22.517239,22.561167,22.32081,21.728508
1.027,23.662905,23.17589,22.866842,22.367981
1.037,23.319246,23.34004,23.122856,22.882019
0.787,23.70395,23.667925,23.365236,23.442684
0.207,24.951387,23.686514,23.39028,22.843344
0.487,25.553724,25.27385,24.033669,24.746956
0.587,24.425072,24.058727,23.47162,23.07748
1.387,23.853226,23.839659,24.22559,23.571005
1.397,24.351646,23.831327,23.936806,23.56086
0.967,24.239162,24.539848,24.208511,23.817366
0.977,23.608015,24.029053,23.548878,23.233395
0.937,24.762802,24.81658,23.24779,22.10568
0.607,23.745468,23.88842,23.410973,23.171629
0.887,99,24.341959,24.501486,23.555851
0.637,23.02181,22.983553,22.438831,22.26356
0.297,22.479565,22.025318,21.421259,21.31062
0.647,23.40751,23.427032,23.07725,22.332296
1.347,23.708216,23.732647,23.71294,23.845457
1.287,23.791761,23.730011,23.53423,23.49948
1.307,24.030548,24.12248,23.50153,23.825222
1.377,24.895918,24.140326,23.85026,23.980755
0.717,24.373156,24.309841,23.248844,22.4413
0.977,24.688377,24.212019,24.07504,23.204643
1.167,25.544964,24.717077,23.936995,23.582632
0.857,23.574997,23.792503,23.451563,23.075611
0.567,23.048775,23.105171,22.454,22.11309
0.567,99,25.251745,23.82179,23.113134
0.507,24.578499,24.708046,23.929926,23.796381
0.617,22.461033,22.021503,21.24006,20.850925
0.637,21.964396,21.988588,21.551252,21.244253
0.477,99,23.627403,21.972319,21.140915
1.027,23.407434,23.906141,23.860134,23.571617
0.297,24.64451,23.712496,23.17307,23.11598
0.567,22.069092,21.871437,21.214775,20.940186
0.427,25.142588,24.32406,23.602627,23.133976
1.377,24.919748,24.66221,24.039255,23.727436
0.397,23.231709,23.076052,22.437532,22.237007
0.477,99,23.487217,22.003212,21.236795
1.137,23.171867,23.834028,23.914635,23.434904
1.027,23.697268,24.073687,23.35372,22.422483
1.397,23.36555,23.510944,23.869,23.812918
0.617,23.989063,22.666021,21.210806,20.57303
0.627,25.042732,25.150879,24.448364,23.621782
0.957,23.66929,24.173246,23.906933,23.339108
0.437,24.731764,22.670097,21.129034,20.507944
0.367,25.0779,24.43324,23.80258,23.92855
0.637,23.664547,23.430935,23.041761,22.777077
0.647,22.462164,22.076675,21.47274,20.953184
1.167,23.607845,23.592867,23.465221,23.263987
0.307,24.341703,23.792229,23.209316,23.295824
1.007,99,23.84129,22.687403,21.61074
1.267,23.322329,23.118208,22.694418,22.403881
0.687,22.800644,22.59872,21.822178,21.304716
1.397,23.780022,23.621851,24.21425,23.817734
0.397,25.138662,24.4329,23.53309,23.545668
0.947,24.033873,24.364353,23.483887,22.340588
0.547,99,24.411068,23.61812,23.066639
0.767,24.36462,24.064327,23.909185,22.812933
1.187,25.308529,24.59165,24.256739,23.585728
0.827,99,24.157984,23.945572,23.104532
0.527,21.871893,21.323202,20.43155,20.066393
0.267,23.526285,23.41261,23.252747,23.34834
0.447,24.330242,24.366648,23.423717,22.92786
0.447,21.687,21.343039,20.346317,20.104221
0.287,22.650513,22.198195,21.634907,21.559444
0.647,23.302732,23.025372,22.694592,22.431583
1.257,23.180721,23.3697,23.289154,23.497
1.077,24.651327,24.77396,25.236544,24.13178
0.697,23.107973,23.173826,22.6074,22.055475
0.427,22.089111,21.904757,21.206175,20.892212
0.267,25.02385,23.95467,23.478731,23.489418
1.387,23.088493,23.448782,23.807652,23.44383
0.597,24.017345,23.4949,22.834518,22.416935
0.647,99,23.78921,22.498241,21.403715
0.497,25.33815,24.686466,23.858885,23.032804
1.127,22.679228,22.578754,22.218336,21.541182
0.907,24.366026,23.612518,23.459969,22.778984
1.397,22.811846,23.298748,23.169436,23.409071
0.627,24.720554,24.905016,23.857244,23.172915
0.417,23.91606,22.424334,20.805588,20.258188
0.247,24.054459,23.84863,23.530506,23.491974
0.617,99,24.773558,23.353157,22.510048
0.597,23.227636,23.07607,22.57966,22.26226
0.817,24.466738,23.39732,23.04997,21.821318
0.827,23.30916,23.431889,23.146006,22.530159
0.867,99,24.1702,23.643959,22.821201
0.777,24.515297,23.892153,23.615767,21.76884
1.387,24.851446,24.369204,23.986654,23.621284
0.537,22.770727,22.542896,22.021269,21.888727
0.637,25.19824,24.622173,24.08824,23.416525
0.237,22.340685,21.696955,21.157486,21.023561
0.847,99,24.963171,24.901543,23.81306
0.657,25.537508,24.55698,23.126226,22.008928
0.257,23.327145,22.170143,21.349709,21.086002
0.437,99,23.233973,21.785173,20.857588
0.847,23.990343,24.447016,24.008118,23.62412
0.747,99,24.71297,24.348835,23.229387
0.087,21.374239,20.343601,19.865492,19.692356
1.127,23.832561,24.2405,24.107864,23.853743
1.017,23.55035,25.835945,24.213833,22.93361
0.977,24.748142,24.629045,24.094124,23.751053
0.447,22.8098,22.356813,21.354208,21.068232
0.717,23.753984,23.548304,22.94248,22.596134
1.387,24.651184,23.930532,24.144545,23.869675
1.147,24.104965,24.199509,23.522686,23.02636
1.397,23.73971,23.737968,23.735823,23.280186
1.387,24.15394,24.456812,23.651962,23.354242
1.357,24.205605,24.154182,24.236729,24.039656
0.657,24.47731,24.128246,23.506723,22.891514
0.317,24.027878,21.687798,20.060272,19.45425
0.617,24.08562,24.126911,23.819931,23.429094
1.397,23.387691,24.100513,23.908987,23.818972
1.077,99,25.059925,24.653133,24.370228
0.267,25.278805,24.103323,23.64717,23.700037
0.907,23.872812,23.475807,22.404325,21.8928
0.787,24.312157,23.87499,23.600056,23.146029
0.577,23.372053,23.199532,22.639172,22.359674
1.117,24.738607,24.67125,23.832281,24.31614
0.837,25.051554,24.479868,24.011024,22.92687
1.397,23.776972,23.685905,23.737171,23.096079
1.377,24.53728,24.611017,24.356718,23.252731
0.777,25.1275,25.569647,24.678932,23.148478
0.337,24.324537,23.856142,23.115398,23.325317
0.077,23.261766,23.135777,23.568426,22.823866
0.707,24.905233,24.510866,23.972801,23.323662
0.947,23.26938,23.373177,23.119131,22.763323
0.497,24.901407,25.180738,24.069271,24.372053
0.977,23.008812,23.022757,23.031998,22.748556
1.017,22.062057,22.30529,22.278091,21.75509
1.387,24.636312,24.159998,24.520279,24.13181
0.377,20.685905,20.185108,19.506939,19.292177
0.627,24.580862,25.443672,24.68201,24.163162
1.057,99,24.134066,23.713017,23.063797
0.817,23.73905,23.592655,23.273546,22.243048
0.557,25.3833,24.667097,23.868906,23.699959
0.307,21.54112,20.791672,19.792095,19.445362
1.157,23.613428,23.524628,23.336603,23.174952
0.937,24.794432,24.306833,24.42663,23.369911
1.087,25.16601,24.510653,24.321796,24.488092
0.387,22.658047,22.114614,21.125109,20.868353
1.147,22.90052,23.40749,23.386135,23.19029
1.377,23.443487,23.55322,23.797861,24.273104
0.817,24.600142,24.119555,23.136353,22.201797
0.587,23.76334,23.123484,22.617683,22.244968
0.727,23.400723,23.348045,23.01841,22.405916
1.177,23.382376,22.973711,22.350103,21.56576
0.677,99,99,24.945345,24.990215
0.897,22.908266,22.81904,22.6878,22.104918
0.917,25.410824,24.60757,24.039007,23.045118
1.007,23.744162,23.43689,23.525383,23.028187
1.157,24.724815,24.243658,24.50039,23.940706
0.297,23.252262,22.843607,22.207043,21.927197
1.247,23.471117,24.695482,23.89298,23.704132
0.737,23.170012,23.243063,22.970427,22.713215
1.067,23.964628,24.487965,24.21269,23.803547
1.077,23.980822,24.016315,24.14815,23.531492
0.897,23.885569,24.061232,23.806347,23.045513
1.317,23.467342,23.545914,23.264982,23.193504
1.127,99,24.867376,24.265228,23.687246
1.087,24.14163,23.753702,24.340082,23.379215
0.327,24.721733,23.909504,23.324022,23.29018
1.177,23.692427,23.901087,23.029129,22.669514
1.397,23.765762,23.881067,23.75366,23.727507
0.927,23.784458,23.70803,23.414087,22.493118
0.217,23.370344,22.545778,21.88394,21.446354
0.247,23.560308,22.587376,21.866247,21.544977
0.667,99,24.016071,23.507446,22.628576
0.347,22.807981,22.700947,22.043415,22.006264
0.967,25.032928,23.690504,22.394049,21.341906
1.347,23.884312,24.56172,23.758598,23.278
0.707,24.256243,23.605537,22.292206,21.420767
0.647,22.828821,21.743105,20.469898,19.882551
1.067,23.178135,23.679611,23.290771,22.945776
0.747,23.919613,23.653084,22.919495,22.208921
0.707,23.352243,22.733173,22.076162,21.408922
0.267,23.864012,22.225859,20.770374,20.317667
0.507,24.479046,24.3963,23.371653,23.63774
0.187,23.523685,22.48075,21.92007,21.62987
1.207,23.850304,24.16139,23.592272,22.95962
0.667,21.993462,21.71879,21.170803,20.72621
0.677,25.125877,24.628904,24.40407,23.794329
0.367,22.963501,22.621042,22.10119,22.07237
0.947,23.772003,23.520578,23.594196,22.869936
0.657,24.047276,22.961267,21.190777,20.356718
0.447,23.030975,21.4384,20.059505,19.508455
0.337,23.83629,23.513168,22.820736,22.8379
0.567,23.856592,23.883448,23.13913,22.86824
0.467,99,25.509428,24.019793,23.515581
0.727,25.505842,25.422321,24.687416,24.078943
1.407,21.648024,21.884018,21.70317,21.935972
0.947,22.83325,22.91184,22.703651,22.212261
0.587,24.796051,24.25259,23.432364,22.83419
1.397,23.900154,23.67434,23.96237,24.032925
0.687,99,24.920582,24.415688,22.718761
1.017,24.193638,24.330332,24.182426,23.82265
0.957,99,25.6752,24.53758,23.441788
0.827,24.01599,24.105381,23.812664,23.241901
0.427,24.522972,24.258717,23.288153,23.042528
0.847,22.190712,22.308075,21.9925,21.233084
0.467,25.461931,24.932577,23.795912,24.002604
0.927,24.196154,23.934528,24.292568,23.354984
0.587,25.053267,24.560032,23.763012,23.563015
0.387,99,23.845165,22.617783,22.337488
1.137,22.888199,23.252499,23.303461,22.889565
0.827,23.567297,24.369743,23.89842,22.909344
0.207,23.228218,22.721737,22.448229,22.091568
0.297,24.095362,23.54872,22.963173,23.111908
0.577,22.898987,22.541838,22.080421,21.931732
0.477,23.454517,23.209396,22.574772,22.699629
0.647,24.827919,24.671082,23.893204,23.278475
1.027,24.252108,23.866714,23.037098,22.355917
1.397,24.240093,24.195856,23.888178,23.853647
0.847,24.817482,24.084366,23.954016,22.698729
1.307,24.217562,23.849945,23.3889,23.687384
0.887,25.27431,24.233715,24.212887,23.542315
0.467,23.991903,23.10714,21.486477,20.705086
0.607,24.75497,23.998571,23.64085,22.768202
1.157,23.882252,23.798027,23.160666,23.063408
0.507,99,26.035934,24.467178,23.869879
1.287,25.372805,24.37407,23.470236,22.910841
0.997,23.427477,23.19299,22.80049,22.328194
0.867,23.55686,23.346708,23.081005,22.06534
1.387,24.131243,23.919825,23.909061,23.894115
0.877,24.116356,24.252441,24.273865,23.100727
0.347,24.47297,23.76306,23.114704,23.14444
1.087,24.073736,23.906433,23.790415,23.254782
0.247,23.001846,22.463747,21.94777,21.861177
0.587,24.12013,23.946507,23.335573,22.836996
0.927,22.982317,23.175854,22.76784,22.140638
0.857,23.571365,23.173151,23.039215,22.387177
1.027,23.392376,23.43992,23.589148,23.19765
0.617,24.586359,24.046055,23.946472,22.688213
1.387,23.974436,24.3694,23.61407,23.193878
0.207,24.599546,23.483381,23.181747,22.77608
0.597,24.329521,24.546764,23.940506,23.374973
0.567,99,25.010057,23.669098,22.995514
1.067,24.187483,24.277893,23.939335,23.935408
0.677,23.961243,23.125809,22.0785,21.42314
0.627,24.639853,25.76648,24.73071,23.70566
0.687,22.631556,22.507563,22.191597,21.69365
0.417,22.914959,22.738976,22.174923,22.088346
1.157,23.700369,23.903488,23.893929,23.27667
0.687,24.94156,24.718727,24.10597,23.592373
1.407,23.468374,23.511784,24.033121,24.743887
0.617,99,23.711369,22.473677,21.605404
0.457,22.815315,22.637117,21.653973,21.459185
0.427,21.619257,21.582895,21.19825,21.066698
0.567,25.073895,24.8486,23.884295,23.21905
0.847,22.493652,22.143948,21.724737,20.910158
0.857,24.032755,24.078,23.972021,23.357315
0.657,24.707466,24.939083,24.213482,24.049828
0.467,22.05565,21.59397,20.617554,20.323076
0.637,24.849218,23.544538,22.182566,21.334795
0.127,22.77665,22.489054,22.22975,22.476952
0.337,24.05306,23.264572,22.52717,22.580397
1.107,22.748087,22.828753,22.704338,22.40478
0.177,23.668299,22.181572,21.659206,21.413242
0.427,22.246546,22.10136,21.767216,21.612377
1.137,23.658789,23.756786,23.384811,23.056688
1.047,23.282299,23.22484,23.405935,22.750227
0.877,22.701601,22.333742,22.072563,21.287046
0.347,22.0698,21.55789,20.502485,20.186867
0.567,24.498676,24.774551,23.614292,23.030315
0.977,24.54244,24.147842,23.615871,23.201937
0.527,24.026897,23.615036,22.971453,23.142551
0.577,23.918446,23.341461,22.725824,22.57686
0.967,23.79419,23.337107,22.4791,21.559462
0.907,23.227053,24.517586,23.712965,22.513672
1.347,25.139015,23.995117,23.641802,24.13117
0.337,24.999746,24.088383,22.899593,22.428572
0.777,23.93007,24.249218,23.099873,21.953426
1.407,23.095303,23.212389,23.283499,23.031677
0.867,99,26.003523,24.595459,23.679422
0.697,21.991295,21.804419,21.189749,20.61657
1.247,23.574074,23.809408,23.605618,23.690908
0.457,22.12735,21.539549,20.374077,19.992096
0.717,24.451563,24.075394,23.701431,22.990583
0.937,24.097965,24.281143,23.926935,23.38619
1.107,23.24464,23.52846,23.552553,22.862669
0.597,24.379595,23.88538,23.217245,22.772682
0.837,23.869122,23.299707,23.003372,22.07576
0.497,23.684114,23.974905,22.992008,22.800987
0.467,99,25.5481,23.908539,24.438538
1.157,22.058203,22.018808,22.01618,21.546196
1.297,23.516428,23.440199,23.521301,23.346485
0.747,23.73803,23.403704,22.935873,22.234716
0.437,99,25.8804,23.75459,23.409855
0.527,25.332811,24.416565,23.672806,23.566736
0.967,23.674343,23.693937,23.477772,23.15513
0.677,25.015627,25.007381,24.453384,23.456203
0.937,24.62227,24.7909,24.147436,23.661215
0.797,24.667345,24.821386,23.819763,23.252762
0.787,99,24.40526,22.708471,21.655542
0.867,24.892544,24.86803,24.352165,23.889523
1.317,23.72395,23.591808,23.950472,23.982914
0.767,23.798376,24.091982,23.262283,21.818817
0.597,23.620852,23.284748,22.791952,22.429382
0.897,24.406647,24.17609,24.085814,23.2573
0.677,99,24.207132,23.943584,22.698627
0.817,23.903122,23.905457,23.521292,23.110254
0.877,23.165895,22.826303,22.68116,22.314814
0.617,24.05773,23.401112,22.90841,22.352814
1.007,23.561441,23.57106,23.869345,23.013367
0.497,24.61381,24.052553,22.979073,22.41872
1.167,23.077005,22.991928,23.06858,22.69048
1.307,24.15597,24.114336,23.279709,23.222126
0.927,22.769619,22.613094,22.445002,21.641037
0.767,24.159319,24.358507,23.98716,23.446823
0.757,99,24.381819,23.453676,22.140669
1.257,23.60504,23.885592,23.802683,24.243582
0.497,25.554596,25.83666,24.325182,24.601889
0.937,23.64738,23.01102,22.809969,22.291677
1.017,24.551281,25.239534,24.040043,23.03456
0.257,24.636995,24.226341,23.953901,24.513264
1.147,24.476135,24.63526,23.887648,23.605568
1.017,23.02117,23.0765,22.849451,22.799921
0.637,99,24.808111,24.476168,24.161375
0.267,24.834558,22.230974,20.744425,20.218758
1.107,23.458372,24.080181,23.3463,23.243425
0.587,99,25.069664,24.052938,22.753433
0.617,23.065903,22.795366,22.43332,21.557026
0.517,99,25.638775,24.508036,24.50759
0.847,99,24.083618,24.167273,24.044489
1.007,23.353611,23.350552,23.39345,22.877392
1.057,24.86059,24.13386,23.72984,23.18199
0.547,24.141125,23.563927,22.89023,22.585543
0.837,23.988363,23.684174,23.4438,22.636126
1.137,23.817059,23.669159,23.249193,22.954813
0.617,23.681843,23.788218,23.500658,23.392872
1.107,22.788038,22.99884,22.641161,22.559643
0.707,23.903694,23.885553,23.40652,23.172766
1.157,23.626133,23.66782,23.949583,23.508043
0.617,23.950068,24.161852,23.83606,22.691618
0.857,23.149248,23.197283,22.879534,21.961763
0.567,23.171656,22.860088,22.200045,21.938467
0.817,24.862852,23.733057,23.09454,22.031507
0.427,23.158579,23.048058,22.314518,22.036337
0.547,24.118654,23.787645,22.862722,22.399168
1.147,24.071672,24.178833,23.249552,22.600996
0.757,24.579132,23.97557,23.644485,23.591238
0.907,24.085394,25.69805,24.469881,23.417696
1.087,23.599665,24.07008,23.910448,23.412539
0.477,24.321135,24.447346,22.677906,22.212152
0.957,23.355383,23.193716,23.168234,22.448227
0.817,23.657196,23.015833,22.477528,21.587461
0.717,23.712729,23.136526,22.656836,22.170559
0.607,24.098133,23.321684,22.0031,21.296482
1.047,22.831966,22.750645,22.670994,22.202234
0.347,24.104536,24.28275,23.666779,24.161469
0.667,23.217443,22.638958,22.09097,21.697037
0.617,24.388678,24.53591,23.688272,23.160511
0.417,21.010721,20.442598,19.589354,19.304596
1.047,23.531069,23.884483,23.912022,23.811945
0.487,23.737259,23.026108,22.467833,22.291376
0.937,24.678892,24.431608,24.333694,23.690699
1.137,24.907797,24.056286,23.688848,23.19328
1.067,24.697502,25.055187,24.293344,23.364454
0.567,24.682962,24.110947,23.305353,22.911388
0.217,22.936308,22.826023,22.615582,22.38056
1.167,22.98267,22.721136,22.58596,22.376858
0.957,23.958849,24.07582,23.919456,23.293257
0.527,22.556194,22.388138,21.875465,21.78252
0.267,22.841686,22.87741,22.681679,22.54359
1.397,23.716446,24.289078,23.625809,23.070152
0.217,23.152494,21.918129,21.206696,20.757326
1.377,24.491074,24.610193,24.036016,23.984055
0.257,25.057104,23.661386,23.198383,23.286966
0.507,24.416548,24.624924,23.762165,23.819414
0.597,24.490887,24.42825,23.764336,23.150011
0.537,25.175653,24.67199,23.808956,23.413017
0.967,24.833513,24.406637,23.896955,23.14645
0.507,99,26.222404,24.451399,23.960691
0.467,23.517178,23.197065,22.27778,22.22408
0.667,24.383253,23.395039,22.591627,22.037157
0.857,24.302284,24.281607,24.085327,23.410738
0.787,99,24.925056,24.475819,23.98555
1.097,22.878506,23.086508,23.076502,22.609001
1.117,99,24.704067,23.783194,22.842173
1.097,22.423374,22.32298,22.271053,21.669443
1.147,24.225151,24.304783,23.665379,22.83917
1.397,99,24.515062,23.667269,23.577787
0.147,21.765068,20.78926,20.22691,20.002033
0.767,24.023714,23.576973,22.711002,21.889135
0.967,24.048273,23.912014,23.703917,23.423716
0.547,24.58131,24.308899,23.50561,23.039572
0.287,22.735361,22.07464,21.091763,20.636353
0.937,99,24.832005,23.244253,21.883345
0.427,22.895815,22.321201,21.269794,20.84399
0.407,23.640007,23.366302,22.155617,21.813711
0.967,99,23.864658,22.528814,21.285585
0.577,25.307161,24.63283,24.132784,24.046234
0.957,24.848225,24.697327,24.198147,23.86426
0.237,99,23.860435,22.46185,21.98681
0.417,23.478357,23.420864,22.61024,22.433325
0.607,24.833487,23.740942,23.092056,22.777925
0.737,24.244362,24.05809,23.363531,22.730736
0.197,23.757076,22.789248,22.3316,22.113344
0.867,24.2865,24.292004,24.309546,23.386019
0.567,99,24.436163,23.73947,23.480017
0.387,23.596426,23.05265,22.100813,21.869602
0.677,23.294195,23.045935,22.438793,21.910383
0.117,23.58615,22.088743,21.082142,20.646143
0.887,24.143435,24.35159,24.120037,23.329638
0.887,23.074856,23.079315,23.010609,22.329231
0.477,24.144714,23.955389,22.901978,22.747587
1.397,23.751812,23.597776,23.42098,23.474245
1.307,24.07875,24.072062,23.857645,23.728704
0.627,22.792189,22.767113,22.242723,22.22167
0.877,22.533634,22.225496,21.96685,21.143377
0.887,22.924856,22.716227,22.555143,22.242622
1.067,24.781342,25.83766,24.544653,24.735067
0.657,99,24.434843,23.63554,22.163721
0.787,99,24.794764,24.361689,23.861353
0.767,24.241945,24.38268,23.701246,23.318937
1.397,23.842615,23.646484,23.792038,23.803364
0.437,99,24.821651,23.356094,22.807985
1.247,23.699713,23.570484,23.292028,22.988234
1.047,23.457003,24.27369,23.976145,23.987549
1.117,23.48418,24.006908,23.817648,23.729069
0.737,23.356894,22.86416,22.224361,21.460875
1.107,23.704613,24.481161,24.072294,23.619343
0.687,24.717909,23.665453,22.574076,21.657618
1.177,23.656223,23.758871,23.86151,23.52209
0.917,23.066284,22.757767,22.020014,21.326698
0.287,23.196304,21.695805,20.332827,19.81632
1.117,23.784718,24.072905,24.21925,23.558676
1.117,23.588858,23.336082,22.966763,23.363287
0.217,22.90869,22.114359,21.272198,20.851782
1.397,23.585352,23.577898,23.620356,23.470804
0.927,25.131088,25.698566,24.996637,24.271156
0.827,24.595919,23.598974,23.05225,21.916029
0.847,24.129768,23.671944,22.771044,21.76695
1.017,24.129524,24.014502,23.975348,23.96616
0.847,99,24.0234,24.279135,23.597176
0.907,24.903646,23.226297,22.074362,20.970835
0.887,25.000319,24.65264,23.392935,22.162157
0.617,24.279531,24.059706,23.832748,23.417252
0.457,24.844261,24.119905,22.619955,22.262405
0.877,23.544998,23.486189,23.331806,22.918633
0.647,24.324461,24.4266,24.09613,24.19651
0.517,23.400322,23.01539,21.58561,20.939081
0.637,99,24.702032,23.544613,22.425682
0.407,22.55147,21.90162,20.861567,20.55082
1.137,23.980394,23.9351,23.903837,23.901024
1.407,99,24.79899,24.525658,24.512302
0.787,23.257404,23.236444,22.87495,22.762657
0.897,22.22828,22.068243,21.952316,21.330498
0.347,21.966085,21.669394,21.03757,20.940424
0.367,22.755919,22.430073,22.015942,22.01958
0.897,24.45466,23.412468,22.911024,21.882578
0.277,24.110254,23.440758,22.910023,22.652958
0.887,22.818722,22.73679,22.686806,22.269178
0.407,23.884468,23.003424,21.886995,21.290108
0.487,24.560017,24.451511,23.315786,22.998749
0.627,23.835798,23.719574,22.972183,22.253473
1.127,24.196014,24.230572,24.345379,23.924622
1.387,99,24.798931,23.848942,23.707869
