z_phot,MAG_u,MAG_g,MAG_r,MAG_i
0.657,99,99,23.609232,22.34515
1.057,24.552868,25.173136,24.854305,24.716879
0.797,23.78281,23.350822,22.82378,21.877565
0.617,23.710928,23.352678,22.52104,22.029005
1.067,23.145771,23.36716,22.815882,22.720848
0.257,23.777672,23.145554,22.82608,23.05153
0.557,99,24.871626,24.290457,24.667702
0.687,25.364515,24.495108,23.328867,22.49322
0.657,99,24.523268,24.093493,23.520313
1.387,23.91635,23.989727,23.686855,24.206078
1.337,24.005548,23.672565,23.684181,23.584507
0.877,23.65865,23.472076,23.333548,22.542942
0.607,23.868835,23.839045,23.300476,22.865768
0.217,23.497221,23.641132,23.520794,23.448137
0.967,23.746775,23.499279,22.987543,21.93653
0.837,24.171984,24.261343,23.876963,23.577066
1.117,23.142467,23.211664,22.998009,22.842352
0.347,22.48337,22.249908,21.528208,21.42327
1.117,24.650501,24.189743,24.09653,23.609238
0.567,23.52874,23.412134,22.977217,22.873058
1.397,24.185217,23.924227,24.056286,23.981447
0.557,24.858393,24.585682,24.01249,23.780628
0.857,24.051517,23.846428,23.062382,22.194334
0.597,24.601866,24.675756,24.08687,23.70778
0.607,24.215132,23.829807,23.669687,22.722086
0.977,24.299318,24.37996,23.982538,23.882113
0.997,23.41992,23.694878,23.313324,23.156937
0.927,24.740747,24.077614,23.998737,23.170452
0.217,24.741665,23.992266,24.012249,23.76011
1.397,23.743706,23.717546,23.896048,23.795256
0.457,22.725695,22.375778,21.614195,21.453596
0.647,24.28859,23.987238,23.699707,23.3538
1.077,25.217691,25.112532,24.12258,23.568155
1.167,23.96048,23.96384,22.991135,22.44435
1.207,24.085285,24.379131,23.672504,23.261503
0.507,24.864313,24.953474,23.90789,23.950356
1.167,23.577393,23.479706,22.533564,22.324514
0.617,24.103655,23.457407,23.065998,22.72604
0.747,24.648436,23.576162,22.819805,21.900965
0.897,23.176636,22.937574,22.406439,21.531002
0.517,99,24.576326,23.668001,22.850178
0.447,24.805744,23.183638,21.929752,21.428644
1.027,23.990715,24.253435,24.734764,23.766346
0.607,23.83652,23.814552,23.219343,22.942057
0.647,24.429214,23.997929,22.765629,22.057053
0.537,24.856133,24.212986,23.372179,23.063395
1.297,23.23509,23.3935,23.49306,23.823761
0.137,24.081924,23.149038,22.86004,22.842064
0.277,22.51396,21.593208,20.515532,20.106926
1.397,23.57819,23.474674,23.455942,23.672
0.757,99,24.629578,24.114088,23.106392
0.557,23.9392,24.20607,23.489603,23.715086
1.167,23.628155,23.58422,22.957092,22.606989
0.877,23.8108,24.174952,23.97195,23.293549
0.247,23.850344,23.371193,22.829327,22.947287
1.267,24.408672,24.412962,24.380754,24.478535
1.407,23.583769,23.67528,23.670692,23.963743
0.547,99,25.04893,24.254416,24.140875
1.107,25.05053,24.629583,23.845411,23.376059
0.907,25.173817,24.089916,23.247063,22.124428
0.207,23.20317,21.635511,20.218084,19.737776
0.607,24.944042,23.840702,23.38377,23.082954
1.017,24.592663,23.958862,24.278372,23.730518
0.967,22.697569,22.839767,22.320559,21.687876
0.877,24.072577,24.0599,24.052689,23.480127
0.557,25.02506,23.492409,22.289661,21.290691
0.297,23.219915,22.753872,22.120016,21.94288
0.827,23.353914,23.740047,23.272608,22.735079
0.607,24.96217,24.952345,24.0573,23.485128
0.997,24.772612,23.816322,22.274183,21.321217
0.467,24.606327,24.330559,23.299326,23.347563
0.547,23.713705,23.360323,22.619276,22.37171
1.157,23.381865,23.68296,23.486904,23.287476
1.097,24.693634,25.164524,24.337341,24.562561
0.257,23.680681,23.638416,23.27918,23.416348
0.937,23.484653,24.66341,24.204483,23.440855
1.137,24.13069,23.969378,24.213985,24.262018
1.307,24.228388,24.248915,24.31121,23.389559
0.627,24.204815,24.636747,24.041231,23.677275
0.727,23.867893,23.889269,23.424799,22.66273
1.247,22.771437,22.834028,22.800741,22.991922
0.257,99,23.785267,23.562681,23.511295
1.167,23.922918,23.90234,23.730707,23.450806
0.487,24.3663,23.978527,23.175083,23.154543
1.237,25.415588,24.875235,24.439926,24.279125
1.047,99,25.155905,24.35534,23.849434
0.637,24.299469,24.559832,24.077477,23.956888
0.817,23.932005,24.209572,23.698595,22.849072
0.617,24.488941,24.295874,24.256992,23.480352
0.217,22.757532,22.303446,21.967081,21.710855
0.887,23.516367,23.546686,23.467846,23.038235
0.787,23.993681,23.533197,23.271605,22.540827
1.157,23.880873,24.195309,24.245136,23.796871
0.307,23.009192,22.055336,21.076855,20.818214
0.427,99,23.289562,21.758705,21.239975
0.637,23.130526,22.975904,22.20077,21.565132
0.747,24.135614,23.856247,23.4218,23.04336
0.697,25.362053,25.00083,24.543495,24.557804
1.357,23.450283,23.53314,23.501421,23.16837
1.397,22.78275,22.726387,22.808706,23.136372
1.167,23.968801,23.764164,23.824263,23.729906
0.237,23.756111,23.21203,22.793016,22.41225
0.457,23.636639,23.065237,22.184698,22.09395
0.867,23.409739,23.180098,22.992554,22.319267
1.287,24.056192,23.860373,24.08401,24.236607
0.637,23.817345,24.79313,24.020813,23.880083
0.447,22.52899,22.161192,21.367651,21.233973
0.997,23.156141,23.090374,22.465652,21.6512
0.517,23.942894,22.74304,21.305946,20.469189
0.917,24.62365,24.898884,24.604445,23.367756
0.947,24.071476,23.596275,23.029633,22.185581
0.947,24.352465,23.903027,23.94063,23.229137
0.447,25.113037,24.570217,23.398102,23.009703
0.937,24.141857,24.533066,24.27875,23.652613
1.097,24.052677,23.617079,23.34327,22.73746
1.147,23.847258,23.896652,23.315222,22.92081
0.657,24.19339,24.152365,23.62488,23.002344
0.527,24.930727,25.155046,24.35428,24.212826
0.557,24.606764,24.545864,23.791925,23.990982
1.017,24.534151,24.442719,24.313023,23.87665
0.637,24.00634,23.62684,23.208076,22.7668
0.337,23.287544,23.084688,22.365158,22.400936
1.177,23.309689,23.105232,22.873554,22.754816
0.527,22.455488,22.429682,21.848072,21.876286
0.787,23.31346,23.184032,22.935123,22.226685
0.937,23.873394,24.01553,23.78961,22.983238
0.257,23.851055,23.058723,22.74507,22.689945
0.807,24.061892,23.450884,22.325018,21.166334
0.907,22.750177,22.599482,22.461756,22.024694
0.957,24.532736,24.787455,24.571787,23.836342
0.227,23.042028,21.48183,20.32668,19.872326
1.137,23.934086,24.20886,24.08797,23.593708
1.057,24.913546,25.068583,24.052916,23.51542
0.457,24.984169,25.182894,23.788122,23.941595
0.707,99,24.722233,24.232058,23.782785
0.917,22.814714,22.61278,22.460098,21.713924
1.117,23.88306,24.230011,23.356655,23.43168
1.157,23.395237,23.220705,23.109564,22.871908
0.607,99,25.487442,24.072895,23.140139
0.947,23.462759,23.677912,23.516457,23.006
1.367,24.476376,24.153786,24.060804,24.314865
0.277,24.81246,23.659191,23.214195,23.167337
0.807,25.27486,25.088465,24.338444,23.59607
0.107,22.924109,22.283873,22.225252,22.284445
0.427,21.16899,20.878435,20.44309,20.280346
0.867,23.375717,23.21846,23.247755,22.408722
0.947,23.943796,24.354246,24.251972,23.16038
0.097,22.145773,21.807657,21.717201,21.581738
0.617,24.36227,23.884315,23.378983,22.76469
1.357,23.61894,23.700548,23.930538,23.77118
0.977,24.165642,24.045822,23.644209,24.229376
1.247,23.21553,23.26704,23.189312,23.517569
0.717,24.54415,25.04521,24.104618,24.041986
1.237,24.032084,24.188484,24.566244,24.237583
1.177,25.373032,24.440948,24.520857,24.196259
0.457,22.036366,21.703444,20.771923,20.67338
0.967,99,24.274412,23.252495,22.149532
0.717,99,24.568314,24.137419,23.160671
0.667,24.396215,24.11639,23.466696,23.167679
0.417,23.762222,23.569267,22.824717,22.61966
0.837,24.001148,24.77865,23.965229,23.149538
1.017,24.367754,24.296001,24.72102,24.19577
0.437,22.622091,22.571335,21.799004,21.500042
0.917,24.612381,24.357079,22.966698,21.918186
0.667,23.469149,23.611431,23.172787,22.62346
1.107,24.075449,24.119371,23.190493,22.652946
0.607,23.381634,23.277,22.174196,21.677267
0.267,99,23.012888,21.415314,20.841568
0.417,99,24.094366,22.3919,21.712147
0.697,23.67381,23.722618,23.278456,23.34027
0.637,23.33649,22.744205,22.14786,21.837702
0.507,24.787859,24.431889,23.520996,23.13228
1.407,99,24.931684,24.345434,23.415936
0.157,22.389233,21.315828,20.655075,20.264212
0.527,23.001595,22.787329,22.090464,21.662912
0.727,23.902908,24.233202,23.738333,23.854513
1.107,24.19837,24.105738,23.652918,23.628986
0.457,25.108555,24.884718,23.506296,23.457283
1.007,23.457996,23.433586,23.17978,22.90141
0.357,24.225817,23.94115,23.216934,23.153616
0.237,21.995598,21.219997,20.39419,20.07926
1.387,23.637407,23.859423,23.786865,23.989101
1.117,23.538557,23.854347,23.781528,23.045725
0.347,21.442469,21.298136,20.590996,20.539036
0.807,23.382544,23.372765,23.125399,23.32351
0.667,24.450735,24.15445,23.800201,23.937551
0.977,24.860447,25.196991,24.568037,24.430414
0.367,24.485828,24.382366,23.867702,24.247282
0.317,21.507717,20.815306,19.65328,19.28611
0.587,99,24.419401,23.892693,23.822897
0.977,24.375345,24.412151,24.048431,23.59986
0.947,23.955814,23.707165,23.544426,22.91409
0.627,23.848822,23.863415,23.531288,22.93276
0.667,24.17145,24.162693,23.281694,22.818655
0.857,24.38992,24.924786,24.49995,23.810402
0.837,24.094694,23.79261,23.176773,22.302574
0.647,23.784521,23.872828,23.354605,23.04089
0.337,22.473562,21.858934,21.121935,20.971098
0.707,23.732658,24.285221,23.535,23.391602
0.447,22.6096,21.151293,19.61547,18.98388
1.097,23.266684,23.252405,22.964558,23.03216
1.147,23.5165,23.840647,23.663698,23.584509
1.377,23.52729,23.706282,23.781134,23.5927
0.457,24.453196,23.85933,22.922873,22.823019
0.647,22.623917,22.508469,22.087975,21.533602
0.947,24.092012,24.215014,23.99031,22.942314
0.837,24.71117,24.702044,24.27585,23.342579
0.997,23.914759,24.024038,23.563309,23.471125
1.297,99,24.452631,24.253677,24.11984
0.637,99,24.107632,22.534676,21.896982
0.567,23.787855,23.667828,23.019615,23.01537
1.077,22.991827,22.850801,22.7747,22.441425
1.017,22.919552,23.118183,23.167677,22.831284
0.647,24.002195,22.786936,21.41372,20.518435
0.997,23.837376,23.820768,23.680819,23.231695
0.827,99,99,24.172976,23.43586
0.887,23.287708,23.239857,23.198776,22.427483
1.017,23.953537,23.902382,23.911734,23.450266
1.307,23.304688,23.390945,23.577003,23.987959
0.747,23.415108,23.035643,22.780394,22.136864
0.867,25.219725,24.672062,23.458319,22.37492
1.397,23.576069,23.969927,23.72583,23.612764
0.187,21.981218,21.252102,20.625113,20.427332
1.127,22.758308,22.755384,22.726519,22.386448
0.627,99,24.798208,23.932306,23.542015
0.377,23.592274,23.274948,22.706623,22.583244
0.807,24.950413,25.259638,24.565334,24.05344
0.707,24.604189,24.493399,24.121264,23.58774
1.077,22.392422,22.556488,22.3998,21.778019
0.627,24.484964,23.31243,22.045546,21.373322
1.237,23.549816,23.81251,23.677114,23.581114
1.297,23.761913,23.584677,23.884129,23.52316
0.727,24.57905,23.694038,22.353148,21.165863
1.397,24.060488,24.169596,24.543653,23.942686
1.137,23.636791,24.119497,23.880777,23.738888
1.317,23.758686,23.627075,23.571333,23.304491
0.617,24.23007,24.414091,24.190619,23.467009
1.287,24.456734,24.216476,24.250174,24.2062
1.017,24.207808,23.788261,23.448633,22.708252
1.137,99,99,99,23.107979
0.577,24.018883,23.94283,23.429863,23.112316
0.467,23.120111,23.315186,22.3122,22.053362
0.407,23.52,23.09719,21.969078,21.583576
0.267,23.340166,22.814999,22.53516,22.478764
0.447,23.924637,23.503199,22.488007,22.391645
0.977,24.036806,24.173964,24.076437,24.462374
0.597,24.768843,25.117054,23.914696,22.974813
1.407,23.073793,23.0858,23.534346,23.039948
1.237,99,24.475435,24.17284,24.250061
1.127,24.04557,24.330639,24.384739,23.937439
0.617,24.308678,23.915365,23.311874,22.767105
1.367,23.764883,23.871288,24.022911,24.454817
0.677,25.502699,24.827993,23.96383,23.378874
1.107,22.916191,23.009739,22.960356,22.45846
1.057,24.960138,24.550861,24.131308,23.801035
1.187,24.09467,23.874485,23.890179,23.837143
0.347,24.200157,24.14393,23.44599,23.579227
0.827,23.591671,23.386114,22.783583,21.834438
0.437,25.435398,24.107561,23.38296,22.939062
1.327,24.715366,24.077705,24.092703,23.523205
0.657,24.124403,23.78286,22.615147,21.877039
1.247,23.395498,24.02346,23.84362,23.340494
1.047,23.710735,23.876823,23.824974,23.694456
0.727,23.667395,23.72654,23.417337,23.316963
0.387,23.21123,22.78166,22.031477,21.850637
0.647,21.829836,21.74953,21.223352,20.86148
0.717,23.539751,23.78291,22.98622,22.069447
1.187,24.872124,24.243393,23.547783,23.377394
0.557,24.791658,25.237516,24.36276,23.789679
0.237,23.865347,22.974663,22.53642,22.263744
0.557,24.779612,24.6894,23.748102,23.608315
0.677,24.518478,24.322233,24.02177,23.467297
0.947,23.10202,23.376158,23.073622,22.657011
1.047,23.367884,23.377743,23.163239,22.984234
0.977,99,25.37476,24.337948,23.1882
0.407,23.158184,23.206152,22.666677,22.583822
0.957,24.81521,24.001747,23.4161,22.450716
0.837,24.374214,24.095177,23.851097,23.392828
0.537,24.172438,24.311726,23.587038,24.008545
0.667,23.680784,23.479784,23.034925,22.51513
1.027,23.425837,23.034193,22.406202,21.672945
0.547,23.640512,23.273426,22.771297,22.549929
0.837,23.447212,23.513031,23.25912,22.755362
0.797,23.95608,23.149591,22.412924,21.599169
0.637,23.442627,23.17047,22.746338,22.408356
1.077,25.053278,24.728886,23.847393,23.794027
1.367,24.33306,24.158106,23.822872,24.126276
1.397,25.116364,24.558273,24.013355,23.472248
0.697,24.269535,23.557129,23.103554,22.652672
0.367,23.233744,23.036005,22.637499,22.744963
1.397,24.851244,24.020924,23.870007,23.028517
0.567,21.309507,20.909626,20.30249,20.037409
0.637,24.509615,25.398947,24.375418,23.821888
0.567,99,25.317873,23.908915,23.745047
0.877,24.44564,23.469324,22.792118,21.66565
0.607,24.441774,24.110846,23.472458,22.953766
1.157,23.961914,23.536411,23.6021,23.092466
1.347,23.430302,23.347883,23.282608,23.487604
0.417,23.08651,22.493338,21.331848,21.30381
0.677,24.094122,23.97257,23.444464,22.932352
0.987,24.087723,24.29505,23.87731,23.57332
0.617,23.594618,23.604143,23.160221,22.860548
0.687,22.162977,21.704147,21.008625,20.36118
1.267,24.330235,24.235825,24.144444,24.33121
1.317,23.72115,23.780844,23.747223,24.604378
1.397,24.79484,23.725574,23.739264,24.351486
0.897,22.823065,22.765862,22.644724,21.96991
1.267,23.331028,23.451641,23.23316,23.17217
0.887,23.521933,23.437069,22.343918,21.463255
0.817,24.483446,24.014256,24.211048,22.752771
1.247,99,24.800196,24.486364,24.445293
0.887,24.206467,24.084242,23.553316,22.94179
0.537,99,24.965248,24.572702,24.470345
0.567,23.306665,23.170591,22.556932,22.209436
1.077,24.572767,24.49562,24.060474,23.815025
1.267,24.766907,24.452541,23.643948,23.126425
0.857,99,24.832458,24.003952,22.946852
0.607,24.506207,23.719479,23.372152,23.092642
0.797,22.93992,22.913519,22.594873,21.95201
0.407,24.616722,23.180305,22.094091,21.594683
0.327,23.19441,22.5102,20.980267,20.488667
1.087,24.277676,24.363491,23.810106,23.845676
0.797,23.20763,23.007526,22.396833,21.533436
0.987,23.805573,24.492765,24.367226,23.725513
0.837,22.80309,22.788822,22.410675,21.78027
0.867,23.201395,23.684166,23.303442,22.752993
0.937,23.424768,23.769567,23.233526,22.456263
1.347,24.254612,24.41582,23.51176,23.418905
0.087,22.723022,22.012321,21.728508,21.61603
1.367,24.126408,23.973404,23.893991,23.449734
1.307,22.335493,22.351517,22.351665,22.14667
0.217,23.978003,23.489656,23.060572,22.55322
0.687,22.679441,22.252874,22.01085,21.46334
0.887,23.973665,24.088778,24.416212,23.24091
0.217,20.95233,20.203089,19.69966,19.481281
1.127,23.74791,24.102144,24.204308,23.490211
1.397,23.453005,23.481432,23.3315,23.577217
1.217,24.825542,24.454823,23.59655,24.05989
1.077,99,24.978895,24.328457,24.33808
0.927,99,24.315044,23.230598,22.03912
0.807,22.422905,22.092861,21.70587,21.000746
0.427,22.886232,22.671633,22.321777,22.17051
0.817,25.003538,23.950098,23.055836,22.07674
0.187,23.419092,22.860104,22.535255,22.618177
0.467,99,24.262354,23.358547,23.218933
1.077,24.184618,23.99018,23.534544,23.34813
0.647,99,25.54365,23.374832,22.318464
0.137,22.813017,22.38299,21.989271,21.98939
1.377,24.330736,24.103048,24.107937,24.607872
0.637,24.441654,24.833817,24.177763,24.454409
0.437,24.237257,24.535086,23.298594,23.342892
1.347,24.793283,23.999252,23.404446,22.9556
1.007,24.380295,24.03403,23.389914,22.862282
0.467,24.958725,24.873283,23.6224,23.307703
0.697,24.65097,24.675123,24.05225,23.825033
0.347,99,23.335499,22.179052,22.111418
0.637,24.142426,23.810461,23.480206,22.870094
0.217,24.070343,23.920809,23.836515,23.271156
1.007,24.015787,25.003689,24.161045,23.362848
0.107,23.37376,23.260954,23.406923,23.787329
0.337,23.441452,22.795189,22.115177,22.068134
1.387,23.898167,24.094448,23.954489,24.163937
0.337,21.2113,20.944948,20.17684,20.104576
1.157,24.335419,24.302652,24.583948,23.964968
1.027,23.847338,25.13815,23.93662,22.645626
1.207,23.20474,23.198019,22.953371,22.707834
0.147,21.82169,21.412888,21.014576,20.974295
0.687,22.102043,22.006863,21.730907,21.445692
1.147,24.039629,24.160563,24.161396,23.732845
0.847,22.963743,22.923117,22.55798,21.658007
0.587,24.191532,23.405949,22.944437,22.61563
1.137,24.372015,24.040993,23.99729,23.940142
0.647,22.322098,22.343784,21.812025,21.604448
0.107,21.455402,21.305605,21.277113,21.35738
1.397,23.949259,23.669374,23.53232,23.657478
0.647,23.75995,23.625254,23.222178,23.145756
0.327,22.75597,22.494183,22.01672,21.933079
1.377,23.324821,23.162594,23.121733,22.775808
0.787,24.919796,24.037334,23.774937,23.056051
0.957,24.796349,23.688791,23.31836,22.15787
0.877,23.290056,23.474373,23.446264,22.93904
0.627,23.730127,23.932085,23.56865,23.257175
1.027,22.632889,22.692793,21.961678,21.635742
0.707,23.323538,22.64354,21.734665,20.943495
1.337,23.890024,23.71995,23.442884,23.769285
1.307,25.541693,24.973099,24.420012,23.849249
0.407,21.89357,21.891003,21.254095,21.015244
0.937,23.83609,23.466309,23.312986,22.692753
1.137,23.42203,23.708385,23.824778,23.307322
0.277,23.726152,22.902061,22.022738,21.757942
1.397,23.830904,23.9374,24.12921,24.344685
1.057,22.577734,22.426556,22.043182,21.648884
0.737,23.64347,23.929768,23.514994,23.695812
0.967,23.456059,23.325336,23.115591,22.567656
0.807,24.54657,23.447826,22.902481,22.037584
0.657,24.17944,24.097448,23.13369,22.45716
1.397,25.27885,24.149338,24.204084,24.694695
1.007,23.24256,23.866499,23.680735,22.930971
1.097,23.504885,23.681274,23.275078,23.319698
0.537,24.640839,24.564972,24.018414,24.086065
0.847,23.337296,23.687782,23.34563,22.649723
0.687,23.251062,23.211649,22.499622,21.880865
0.937,99,23.89505,22.805655,21.784195
0.357,24.444448,23.764765,22.9571,22.977293
0.487,24.516756,24.070396,23.6029,23.328896
0.727,24.845592,24.480488,24.249321,24.259855
0.857,23.289251,24.637413,24.133392,22.748968
0.717,25.535723,25.329245,24.191893,23.27676
1.057,23.439602,23.38736,23.162369,22.998713
0.857,23.59926,23.969696,23.668468,22.724419
0.427,24.22072,23.240463,21.658146,21.013252
1.147,24.245447,24.379847,23.580557,22.808
0.847,24.626892,24.441326,24.264147,23.203398
1.047,25.081696,24.584236,23.946167,23.772196
0.927,23.724329,23.447323,22.711964,21.859716
0.627,25.306631,24.156965,23.749027,23.003475
0.397,99,25.650028,23.84716,23.450485
1.007,23.976583,24.015917,24.304462,23.910326
0.657,23.713406,23.483347,22.850302,22.331844
0.777,24.390877,23.193644,21.664495,20.809725
0.807,22.462671,22.079594,21.256336,20.255592
0.427,99,25.086405,23.507896,22.863678
1.047,99,25.42927,24.333788,23.773823
0.627,24.883518,24.151907,24.110365,23.075474
1.067,23.44579,23.33033,22.925476,22.510618
0.657,24.817387,23.725914,22.555733,21.876585
0.217,21.645329,21.085201,20.621029,20.476889
0.927,24.431198,24.334904,23.850943,23.42665
0.867,23.181784,23.19866,23.034765,22.556116
1.317,24.294197,23.97077,23.913479,24.659464
1.287,99,25.402246,23.482513,22.644712
0.527,24.37791,24.435114,23.064785,22.31622
1.127,23.77869,23.737972,23.10886,22.548038
0.837,25.019562,24.799149,24.320562,23.38084
1.267,23.104876,23.37121,23.203545,23.212019
0.977,23.549398,23.456684,23.212849,22.630192
0.637,24.265932,23.83422,23.433372,23.073116
1.007,23.700806,23.46455,23.033394,22.516972
0.457,25.559162,25.054455,23.837358,23.714407
0.567,24.922651,24.81477,24.097677,24.247898
0.377,22.482857,22.070206,21.234228,21.05217
0.907,22.594791,22.030905,21.36226,20.403843
0.427,23.86685,23.373747,22.042324,21.577967
1.227,23.773851,23.654802,24.03469,23.605927
1.117,23.449965,24.247467,24.00729,23.553553
1.147,23.887571,24.623634,23.74028,24.082434
1.307,22.525312,22.493223,22.565712,22.304379
0.367,25.223143,24.342964,23.617325,23.595512
0.837,24.098177,23.352072,22.348911,21.273443
1.157,25.30472,24.3178,23.81911,23.206144
0.217,24.2434,22.914743,21.471453,20.998734
0.877,23.8609,23.315449,23.222742,22.367743
1.067,24.615873,24.180527,23.193205,22.711464
0.337,99,23.085278,21.813955,21.262539
0.277,22.627716,21.532618,20.36401,19.940067
1.387,24.193422,24.349913,24.38811,24.807592
1.287,23.411997,23.488392,23.84745,23.542362
0.717,23.218933,23.315063,22.979036,21.935026
0.597,23.991364,24.361551,22.891712,22.205816
1.037,23.828142,25.108004,23.389492,22.213352
1.157,23.835339,23.656713,23.613829,23.238888
0.897,25.449451,24.799164,24.1862,23.42755
0.407,22.498226,21.94014,20.80678,20.460882
0.067,21.161901,20.319178,20.023792,19.908298
0.417,22.505104,22.307116,21.665106,21.403433
0.587,24.852375,23.408628,22.030367,20.959538
1.357,24.717344,24.248116,23.878675,23.515797
0.197,22.791626,22.05043,21.382286,21.050987
1.377,23.35494,23.512573,23.524614,23.688805
0.187,23.3967,21.42616,20.199678,19.757963
1.317,24.00778,23.992079,23.46024,22.894588
0.347,24.688845,24.618107,23.661625,23.828371
0.347,23.59499,23.607979,23.160887,24.064062
0.587,22.79173,22.75918,22.192232,22.148212
0.797,24.178888,23.88432,23.564524,22.837145
1.017,24.203192,24.428982,24.812735,23.950909
0.367,22.515522,22.194075,21.84309,21.848932
0.937,24.688398,23.902672,23.033583,21.953196
1.107,24.590584,24.452225,24.325583,23.980585
0.437,23.324848,23.269888,22.385048,22.141743
0.617,24.34706,23.804035,23.473747,23.352741
0.527,22.07512,21.541014,20.545595,20.140474
0.537,24.19228,24.981949,24.133438,24.110973
1.317,25.331059,24.343298,24.191475,24.056692
1.097,99,24.99245,23.442476,21.962255
0.897,24.463533,25.303957,24.022032,23.73853
0.887,23.539637,23.54878,23.409737,22.409315
1.087,23.994642,24.191586,23.649454,23.849298
0.997,24.116232,23.951769,24.11649,23.554003
1.117,22.874071,23.092173,22.895447,22.565247
0.217,24.360338,24.155651,24.053156,23.844738
1.127,24.875204,25.370804,24.629593,24.708706
0.637,24.127356,24.007769,23.776247,23.745716
0.967,24.746592,24.555748,24.12079,23.742613
0.237,23.150162,22.233788,21.461252,21.1436
0.797,22.8651,22.622602,22.168633,21.42284
0.637,24.110682,24.249123,23.919048,23.928064
0.917,24.816805,24.515701,24.004004,23.349651
0.597,24.688343,24.418337,23.478745,22.886528
0.917,23.117115,23.288523,22.982903,22.328335
1.137,23.825579,24.17696,24.140741,23.943094
1.077,23.597246,23.797815,23.40331,23.472733
0.917,23.234737,22.9517,22.174656,21.236227
0.487,23.996847,23.628765,22.94779,22.687952
1.387,23.503836,23.543537,23.61021,23.720438
1.117,23.794462,24.031307,23.844625,24.017864
1.017,24.533459,23.965397,23.216408,22.377329
0.717,24.845465,24.584122,23.812376,22.966637
0.307,23.653841,23.316654,22.746046,22.659563
0.697,23.437092,23.366756,22.963057,22.318499
0.877,23.824846,24.056456,24.066544,23.11779
1.087,23.807364,23.87487,23.911613,23.663918
0.847,24.680143,24.387089,24.19067,23.513664
0.407,22.833538,22.782696,22.173374,21.852423
0.887,23.242043,23.400408,23.19055,22.638275
0.447,23.86846,23.89885,22.895998,22.689327
0.537,24.323395,23.870468,23.218756,23.005716
1.027,25.044106,24.564741,23.469086,23.873713
0.697,25.10616,24.919535,24.056854,23.270498
0.507,25.029585,24.228823,23.459877,23.610403
0.627,23.844067,23.226364,22.377674,21.9636
0.687,24.52179,23.850672,23.485624,23.247942
0.757,23.93663,23.708597,23.049103,22.132772
0.617,24.198887,23.748415,22.938234,22.61563
0.157,22.318958,22.38703,22.152086,22.072437
0.267,23.541372,23.43078,23.248173,23.195553
0.607,99,24.636635,23.489813,22.989841
0.627,23.812735,24.419695,23.94922,24.18704
0.347,23.017828,22.76406,21.985172,21.973438
0.617,23.02663,23.121859,22.562141,22.18278
0.537,24.667944,24.414736,23.780388,24.108
1.057,23.560478,23.67763,23.365196,22.994421
0.927,24.498775,24.277227,24.128742,23.190166
0.247,21.784101,21.218899,20.666204,20.577501
0.417,99,24.261274,22.782173,22.517454
1.337,24.408382,23.925362,24.080936,23.45656
0.437,24.575489,25.439905,23.758629,23.75995
0.667,23.65528,23.315516,22.911236,22.313581
0.967,24.150131,22.586298,21.32281,20.374582
0.847,24.308033,23.924625,23.701384,22.820686
0.747,23.52586,23.669718,24.028513,21.407509
0.677,99,24.54709,24.141901,23.807234
1.197,99,25.710346,24.263538,23.669617
0.437,22.08491,21.439425,20.072073,19.61488
1.077,99,25.346302,23.907986,22.695658
0.707,24.629683,24.223022,23.819626,23.743763
1.407,22.47885,24.54422,23.78258,23.234608
0.917,24.033806,23.909582,23.492071,22.904024
1.087,25.342772,24.726357,24.282337,24.283726
1.317,22.87864,23.053356,22.813469,22.804707
0.867,24.190107,23.98945,23.20139,22.353178
0.687,24.437033,23.835575,23.54406,22.404953
0.137,23.781311,22.900776,22.611685,22.586998
0.647,23.19625,22.232351,20.905727,20.152254
0.097,22.875368,22.059568,22.082005,21.955307
0.927,23.073666,22.987373,22.843056,22.243362
1.057,25.153858,24.382704,24.009176,23.539368
0.857,24.714592,24.350094,24.092451,23.58838
0.897,24.369877,24.153975,23.59082,22.507597
0.847,23.093908,23.341171,22.97622,23.14252
0.377,23.869621,23.04118,21.775564,21.39427
0.367,24.670698,24.253716,23.862835,23.84099
0.847,24.353634,23.586605,23.502232,22.703966
0.587,23.418846,23.55795,23.027678,22.966732
1.307,24.526365,24.0101,23.997757,23.954355
0.697,24.509933,23.96087,23.573557,23.263975
0.187,23.075598,22.412716,21.79068,21.327198
1.407,23.56665,23.55884,23.738573,23.219717
0.867,23.12164,23.099277,22.994564,22.489464
0.617,25.123331,25.484486,24.567112,23.641403
1.157,24.63189,24.295841,24.413078,24.213018
0.597,21.608316,21.460411,20.850683,20.515068
0.447,23.205694,22.70479,21.763075,21.52571
0.837,24.857166,24.327715,24.08247,23.655613
0.947,23.714104,23.864855,23.012821,22.267298
0.647,23.84815,23.671265,23.224342,23.120152
0.587,99,24.401648,23.949278,23.224312
0.877,23.601934,23.414347,23.619797,22.483753
0.967,24.03889,25.291689,24.095787,23.833288
0.657,24.542896,23.384954,21.920189,21.132387
1.187,99,24.535841,24.43,23.730185
0.217,23.471964,23.009762,22.60705,22.294788
0.337,23.071571,22.35119,21.432102,21.194557
0.777,24.107485,23.892931,23.580072,23.18351
0.427,24.436768,24.120031,23.221523,23.150597
0.877,22.907928,23.018974,22.556967,21.994751
1.237,24.160389,24.410004,24.535652,24.59831
1.097,23.665548,23.419065,22.79183,23.048302
